CODESC;TIPOESC;NOMES;SUBPREF;DISTRITO;CODINEP;CD_CIE;NOME_ANT;REDE;NOMES_COMPLETO;nm_distrito_municipal;cd_subprefeitura;nm_subprefeitura;DESC_REDE
90522;EMEI;CELSO FERREIRA DA SILVA, PROF.;CIDADE ADEMAR;CIDADE ADEMAR;35084402,0;1673129,0;VILA MISSIONARIA;DIR;EMEI CELSO FERREIRA DA SILVA, PROF.;CIDADE ADEMAR;16;CIDADE ADEMAR;Direta
90531;EMEI;JOAO DE DEUS BUENO DOS REIS, DR.;SANTO AMARO;CAMPO GRANDE;35052322,0;1673112,0;;DIR;EMEI JOAO DE DEUS BUENO DOS REIS, DR.;CAMPO GRANDE;14;SANTO AMARO;Direta
90549;EMEI;VIRIATO CORREIA;CAPELA DO SOCORRO;SOCORRO;35052358,0;1675160,0;;DIR;EMEI VIRIATO CORREIA;SOCORRO;19;CAPELA DO SOCORRO;Direta
90557;EMEI;CARLOS DRUMMOND DE ANDRADE;CAPELA DO SOCORRO;SOCORRO;35087671,0;1675154,0;CAPELA DO SOCORRO;DIR;EMEI CARLOS DRUMMOND DE ANDRADE;SOCORRO;19;CAPELA DO SOCORRO;Direta
90565;EMEI;CASTRO ALVES;CAPELA DO SOCORRO;CIDADE DUTRA;35052310,0;1675103,0;;DIR;EMEI CASTRO ALVES;CIDADE DUTRA;19;CAPELA DO SOCORRO;Direta
90573;EMEI;RIO BRANCO, BR. DO;CAPELA DO SOCORRO;GRAJAU;35052917,0;1675140,0;;DIR;EMEI RIO BRANCO, BR. DO;GRAJAU;19;CAPELA DO SOCORRO;Direta
90581;EMEI;LUIS TRAVASSOS;CAPELA DO SOCORRO;CIDADE DUTRA;35085583,0;1675112,0;JARDIM DAS IMBUIAS;DIR;EMEI LUIS TRAVASSOS;CIDADE DUTRA;19;CAPELA DO SOCORRO;Direta
90590;EMEI;ARISTIDES NOGUEIRA, DR.;CAPELA DO SOCORRO;GRAJAU;35085595,0;1675123,0;PARQUE COCAIA;DIR;EMEI ARISTIDES NOGUEIRA, DR.;GRAJAU;19;CAPELA DO SOCORRO;Direta
90603;EMEI;ZUMBI DOS PALMARES;CAPELA DO SOCORRO;GRAJAU;35092836,0;1675143,0;JARDIM SAMAS;DIR;EMEI ZUMBI DOS PALMARES;GRAJAU;19;CAPELA DO SOCORRO;Direta
90611;EMEI;CORA CORALINA;CIDADE ADEMAR;CIDADE ADEMAR;35092873,0;1673132,0;VILA INGLESA;DIR;EMEI CORA CORALINA;CIDADE ADEMAR;16;CIDADE ADEMAR;Direta
90620;EMEI;MARIALICE MENCARINI FORACCHI;CAPELA DO SOCORRO;GRAJAU;35092897,0;1675134,0;JARDIM TRES CORACOES;DIR;EMEI MARIALICE MENCARINI FORACCHI;GRAJAU;19;CAPELA DO SOCORRO;Direta
90638;EMEI;SERGIO CARDOSO;CAPELA DO SOCORRO;CIDADE DUTRA;35092885,0;1675117,0;JARDIM SATELITE;DIR;EMEI SERGIO CARDOSO;CIDADE DUTRA;19;CAPELA DO SOCORRO;Direta
90646;EMEI;CLARA NUNES;CAPELA DO SOCORRO;SOCORRO;35092848,0;1675157,0;VELEIROS;DIR;EMEI CLARA NUNES;SOCORRO;19;CAPELA DO SOCORRO;Direta
90654;EMEI;PIRATININGA;ITAQUERA;CIDADE LIDER;35052887,0;1676115,0;JARDIM ELIANA - PI 44;DIR;EMEI PIRATININGA;CIDADE LIDER;27;ITAQUERA;Direta
90662;EMEI;MARIA MONTESSORI;ITAQUERA;CIDADE LIDER;35052848,0;1676112,0;;DIR;EMEI MARIA MONTESSORI;CIDADE LIDER;27;ITAQUERA;Direta
90671;EMEI;LEONARDO ARROYO;PENHA;ARTUR ALVIM;35083951,0;1674113,0;COHAB ITAQUERA I - UNIDADE I;DIR;EMEI LEONARDO ARROYO;ARTUR ALVIM;21;PENHA;Direta
90689;EMEI;MARIA VITORIA DA CUNHA, PROFA.;PENHA;ARTUR ALVIM;35084347,0;1674117,0;COHAB ITAQUERA I - UNIDADE II;DIR;EMEI MARIA VITORIA DA CUNHA, PROFA.;ARTUR ALVIM;21;PENHA;Direta
90697;EMEI;PEDRO BRASIL BANDECCHI;PENHA;ARTUR ALVIM;35087208,0;1674118,0;COHAB ITAQUERA I - UNIDADE III;DIR;EMEI PEDRO BRASIL BANDECCHI;ARTUR ALVIM;21;PENHA;Direta
90701;EMEI;IBIAPABA MARTINS;PENHA;ARTUR ALVIM;35087212,0;1674110,0;COHAB ITAQUERA I - UNIDADE IV;DIR;EMEI IBIAPABA MARTINS;ARTUR ALVIM;21;PENHA;Direta
90719;EMEI;LUCIANO ROBERTO, PROF.;PENHA;ARTUR ALVIM;35087221,0;1674116,0;COHAB ITAQUERA I - UNIDADE V;DIR;EMEI LUCIANO ROBERTO, PROF.;ARTUR ALVIM;21;PENHA;Direta
90727;EMEI;ROBERTO VICTOR CORDEIRO;PENHA;ARTUR ALVIM;35087233,0;1674119,0;COHAB ITAQUERA I UNIDADE VI;DIR;EMEI ROBERTO VICTOR CORDEIRO;ARTUR ALVIM;21;PENHA;Direta
90735;EMEI;JOSE DUARTE;ITAQUERA;CIDADE LIDER;35052802,0;1676104,0;CIDADE LIDER;DIR;EMEI JOSE DUARTE;CIDADE LIDER;27;ITAQUERA;Direta
90743;EMEI;DENISE MERCIER RODRIGUES AGUIAR, PROFA.;ITAQUERA;JOSE BONIFACIO;35087245,0;1676149,0;COHAB ITAQUERA II/III - UNIDADE VII;DIR;EMEI DENISE MERCIER RODRIGUES AGUIAR, PROFA.;JOSE BONIFACIO;27;ITAQUERA;Direta
90751;EMEI;BUENO DE AZEVEDO, DR.;ITAQUERA;JOSE BONIFACIO;35087257,0;1676143,0;COHAB ITAQUERA II/III - UNIDADE VIII;DIR;EMEI BUENO DE AZEVEDO, DR.;JOSE BONIFACIO;27;ITAQUERA;Direta
90760;EMEI;SYLVIA VARONI DE CASTRO, PROFA.;ITAQUERA;ITAQUERA;35087269,0;1676139,0;COHAB ITAQUERAII, III UNIDADE IX;DIR;EMEI SYLVIA VARONI DE CASTRO, PROFA.;ITAQUERA;27;ITAQUERA;Direta
90778;EMEI;LEONARDO VAN ACKER, PROF.;ITAQUERA;JOSE BONIFACIO;35087270,0;1676155,0;COHAB ITAQUERA II/III - UNIDADE X;DIR;EMEI LEONARDO VAN ACKER, PROF.;JOSE BONIFACIO;27;ITAQUERA;Direta
90786;EMEI;FLORIANO PEIXOTO, MAL.;ITAQUERA;ITAQUERA;35052838,0;1676126,0;ITAQUERA - PI 76;DIR;EMEI FLORIANO PEIXOTO, MAL.;ITAQUERA;27;ITAQUERA;Direta
90794;EMEI;ANTONIO GONCALVES DIAS;ITAQUERA;ITAQUERA;35052784,0;1676118,0;;DIR;EMEI ANTONIO GONCALVES DIAS;ITAQUERA;27;ITAQUERA;Direta
90808;EMEI;MANOEL DA NOBREGA, PE.;ITAQUERA;ITAQUERA;35052863,0;1676135,0;;DIR;EMEI MANOEL DA NOBREGA, PE.;ITAQUERA;27;ITAQUERA;Direta
90816;EMEI;MARIA HELENA BARBOSA MARTINS, PROFA.;ITAQUERA;ITAQUERA;35052760,0;1676137,0;PARADA XV DE NOVEMBRO - EMEI 26;DIR;EMEI MARIA HELENA BARBOSA MARTINS, PROFA.;ITAQUERA;27;ITAQUERA;Direta
90824;EMEI;RONALD DE CARVALHO;ITAQUERA;JOSE BONIFACIO;35082521,0;1676158,0;;DIR;EMEI RONALD DE CARVALHO;JOSE BONIFACIO;27;ITAQUERA;Direta
90832;EMEI;RODRIGUES DE ABREU;GUAIANASES;GUAIANASES;35052759,0;1678113,0;GUAIANAZES - PI 102;DIR;EMEI RODRIGUES DE ABREU;GUAIANASES;28;GUAIANASES;Direta
90841;EMEI;GIANFEDERICO PORTA, PROF.;GUAIANASES;GUAIANASES;35087294,0;1678104,0;JARDIM SOARES;DIR;EMEI GIANFEDERICO PORTA, PROF.;GUAIANASES;28;GUAIANASES;Direta
90859;EMEI;TOMAS GALHARDO;CIDADE TIRADENTES;CIDADE TIRADENTES;35052772,0;1678177,0;;DIR;EMEI TOMAS GALHARDO;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Direta
90867;EMEI;PESTALOZZI;SAO MATEUS;IGUATEMI;35052875,0;1680111,0;;DIR;EMEI PESTALOZZI;IGUATEMI;30;SAO MATEUS;Direta
90875;EMEI;FELIPE DOLIVEIRA;SAO MATEUS;IGUATEMI;35084323,0;1680103,0;PARQUE BOA ESPERANCA;DIR;EMEI FELIPE DOLIVEIRA;IGUATEMI;30;SAO MATEUS;Direta
90883;EMEI;JESUINA NUNES BARBOSA;SAO MATEUS;SAO MATEUS;35084335,0;1680133,0;CIDADE SAO MATHEUS;DIR;EMEI JESUINA NUNES BARBOSA;SAO MATEUS;30;SAO MATEUS;Direta
90891;EMEI;CECILIA MEIRELLES;SAO MATEUS;SAO MATEUS;35052796,0;1680124,0;;DIR;EMEI CECILIA MEIRELLES;SAO MATEUS;30;SAO MATEUS;Direta
90905;CEU EMEI;JOSE GASPAR, D.;ITAQUERA;CIDADE LIDER;35052814,0;1676504,0;;DIR;CEU EMEI JOSE GASPAR, D.;CIDADE LIDER;27;ITAQUERA;Direta
90913;EMEI;FLORINDA ROBERTO QUEIROZ DE CASTRO;ITAQUERA;JOSE BONIFACIO;35087300,0;1676154,0;JARDIM SAO PEDRO;DIR;EMEI FLORINDA ROBERTO QUEIROZ DE CASTRO;JOSE BONIFACIO;27;ITAQUERA;Direta
90921;EMEI;PEDRO CHAVES, MIN.;ITAQUERA;CIDADE LIDER;35090645,0;1676157,0;COHAB ITAQUERA II/III - UNIDADE XI;DIR;EMEI PEDRO CHAVES, MIN.;CIDADE LIDER;27;ITAQUERA;Direta
90930;EMEI;ERNANI SILVA BRUNO;ITAQUERA;JOSE BONIFACIO;35090657,0;1676152,0;COHAB ITAQUERA II/III - UNIDADE XII;DIR;EMEI ERNANI SILVA BRUNO;JOSE BONIFACIO;27;ITAQUERA;Direta
90948;EMEI;MIROEL SILVEIRA;ITAQUERA;JOSE BONIFACIO;35090669,0;1676156,0;COHAB ITAQUERA II/III - UNIDADE XIII;DIR;EMEI MIROEL SILVEIRA;JOSE BONIFACIO;27;ITAQUERA;Direta
90956;EMEI;CARLOS JEREISSATI, SEN.;ITAQUERA;JOSE BONIFACIO;35090670,0;1676146,0;COHAB ITAQUERA II/III - UNIDADE XIV;DIR;EMEI CARLOS JEREISSATI, SEN.;JOSE BONIFACIO;27;ITAQUERA;Direta
90964;EMEI;APARECIDA MARIA DE MENDONCA, PROFA.;ITAQUERA;JOSE BONIFACIO;35091376,0;1676140,0;COHAB ITAQUERA II/III - UNIDADE XV;DIR;EMEI APARECIDA MARIA DE MENDONCA, PROFA.;JOSE BONIFACIO;27;ITAQUERA;Direta
90972;EMEI;MARGARIDA MARIA ALVES;CIDADE TIRADENTES;CIDADE TIRADENTES;35091397,0;1678167,0;COHAB SANTA ETELVINA - UNIDADE I;DIR;EMEI MARGARIDA MARIA ALVES;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Direta
90981;EMEI;CARLOTA PEREIRA DE QUEIROZ;CIDADE TIRADENTES;CIDADE TIRADENTES;35091388,0;1678137,0;COHAB CIDADE TIRADENTES UNIDADE I;DIR;EMEI CARLOTA PEREIRA DE QUEIROZ;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Direta
90999;EMEI;ADONIRAN BARBOSA;CIDADE TIRADENTES;CIDADE TIRADENTES;35091431,0;1678133,0;COHAB SANTA ETELVINA-UN.III;DIR;EMEI ADONIRAN BARBOSA;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Direta
91006;EMEI;NILDO DO AMARAL JUNIOR, PE.;ITAQUERA;PARQUE DO CARMO;35092708,0;1676165,0;;DIR;EMEI NILDO DO AMARAL JUNIOR, PE.;PARQUE DO CARMO;27;ITAQUERA;Direta
91014;EMEI;AMACIO MAZZAROPI;GUAIANASES;GUAIANASES;35092733,0;1678100,0;PRESIDENTE JUSCELINO II - UNIDADE I;DIR;EMEI AMACIO MAZZAROPI;GUAIANASES;28;GUAIANASES;Direta
91022;EMEI;ODUVALDO VIANA FILHO;GUAIANASES;GUAIANASES;35092757,0;1678107,0;COHAB PRESIDENTE JUSCELINO II - UNIDADE II;DIR;EMEI ODUVALDO VIANA FILHO;GUAIANASES;28;GUAIANASES;Direta
91031;EMEI;SAMUEL WAINER;CIDADE TIRADENTES;CIDADE TIRADENTES;35092770,0;1678174,0;COHAB BARRO BRANCO - I-A;DIR;EMEI SAMUEL WAINER;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Direta
91057;EMEI;LUIZ PEREIRA, PROF.;ITAQUERA;CIDADE LIDER;35092691,0;1676109,0;JARDIM ITAPEMA;DIR;EMEI LUIZ PEREIRA, PROF.;CIDADE LIDER;27;ITAQUERA;Direta
91065;EMEI;ELIS REGINA;SAO MATEUS;SAO MATEUS;35092940,0;1680127,0;CIDADE SAO MATHEUS;DIR;EMEI ELIS REGINA;SAO MATEUS;30;SAO MATEUS;Direta
91073;EMEI;AUGUSTO FROEBEL;ERMELINO MATARAZZO;ERMELINO MATARAZZO;35052735,0;1674184,0;;DIR;EMEI AUGUSTO FROEBEL;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Direta
91081;EMEI;MAX WOLF FILHO, SGT.;ERMELINO MATARAZZO;ERMELINO MATARAZZO;35052747,0;1674191,0;MAX WOLF FILHO, SG.;DIR;EMEI MAX WOLF FILHO, SGT.;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Direta
91090;EMEI;MIGUEL COSTA, GEN.;ERMELINO MATARAZZO;PONTE RASA;35084293,0;1674205,0;JARDIM COTINHA;DIR;EMEI MIGUEL COSTA, GEN.;PONTE RASA;22;ERMELINO MATARAZZO;Direta
91103;EMEI;CRISTIANE CRUDE SANTOS, PROFA;SAO MIGUEL;VILA JACUI;35087185,0;1677152,0;JARDIM PEDRO JOSE NUNES;DIR;EMEI CRISTIANE CRUDE SANTOS, PROFA;VILA JACUI;23;SAO MIGUEL;Direta
91111;EMEI;EPITACIO PESSOA;SAO MIGUEL;VILA JACUI;35052954,0;1677150,0;;DIR;EMEI EPITACIO PESSOA;VILA JACUI;23;SAO MIGUEL;Direta
91120;EMEI;AFRANIO PEIXOTO;SAO MIGUEL;VILA JACUI;35052930,0;1677136,0;;DIR;EMEI AFRANIO PEIXOTO;VILA JACUI;23;SAO MIGUEL;Direta
91138;EMEI;ANTONIO LAPENNA;SAO MIGUEL;SAO MIGUEL;35053004,0;1677120,0;VILA PEDROSO;DIR;EMEI ANTONIO LAPENNA;SAO MIGUEL;23;SAO MIGUEL;Direta
91146;EMEI;GRACILIANO RAMOS;ITAIM PAULISTA;VILA CURUCA;35052991,0;1677187,0;VILA CURUCA - EMEI 83;DIR;EMEI GRACILIANO RAMOS;VILA CURUCA;24;ITAIM PAULISTA;Direta
91154;EMEI;ANTONIO PEREIRA LIMA;GUAIANASES;LAJEADO;35087178,0;1678119,0;VILA NOVA CURUCA;DIR;EMEI ANTONIO PEREIRA LIMA;LAJEADO;28;GUAIANASES;Direta
91162;EMEI;MAGDALENA TAGLIAFERRO;GUAIANASES;LAJEADO;35085561,0;1678128,0;VILA NANCY;DIR;EMEI MAGDALENA TAGLIAFERRO;LAJEADO;28;GUAIANASES;Direta
91171;EMEI;LUIZA HELENA DE BARROS;ITAIM PAULISTA;VILA CURUCA;35087166,0;1677196,0;JARDIM CAMPOS;DIR;EMEI LUIZA HELENA DE BARROS;VILA CURUCA;24;ITAIM PAULISTA;Direta
91189;EMEI;JOSE DE ALENCAR;ITAIM PAULISTA;VILA CURUCA;35052966,0;1677190,0;;DIR;EMEI JOSE DE ALENCAR;VILA CURUCA;24;ITAIM PAULISTA;Direta
91197;EMEI;PEDRO II, D.;SAO MIGUEL;JARDIM HELENA;35052942,0;1677109,0;;DIR;EMEI PEDRO II, D.;JARDIM HELENA;23;SAO MIGUEL;Direta
91201;EMEI;MARIA QUITERIA;SAO MIGUEL;JARDIM HELENA;35052978,0;1677106,0;;DIR;EMEI MARIA QUITERIA;JARDIM HELENA;23;SAO MIGUEL;Direta
91219;EMEI;ALBERTO MENDES JUNIOR, CAP.;ITAIM PAULISTA;ITAIM PAULISTA;35084300,0;1677155,0;JARDIM CAMARGO VELHO;DIR;EMEI ALBERTO MENDES JUNIOR, CAP.;ITAIM PAULISTA;24;ITAIM PAULISTA;Direta
91227;EMEI;OVIDIO DECROLY;ITAIM PAULISTA;ITAIM PAULISTA;35052985,0;1677167,0;;DIR;EMEI OVIDIO DECROLY;ITAIM PAULISTA;24;ITAIM PAULISTA;Direta
91235;EMEI;HELENA DE PAULA MARIN, PROFA.;SAO MIGUEL;SAO MIGUEL;35090682,0;1677129,0;JARDIM SAO VICENTE;DIR;EMEI HELENA DE PAULA MARIN, PROFA.;SAO MIGUEL;23;SAO MIGUEL;Direta
91243;EMEI;LEILA DINIZ;ITAIM PAULISTA;VILA CURUCA;35092678,0;1677193,0;JARDIM MIRAGAIA;DIR;EMEI LEILA DINIZ;VILA CURUCA;24;ITAIM PAULISTA;Direta
91251;EMEI;GLAUBER ROCHA;ITAQUERA;ITAQUERA;35092654,0;1676129,0;PARQUE GUARANI;DIR;EMEI GLAUBER ROCHA;ITAQUERA;27;ITAQUERA;Direta
91260;EMEI;IRENE FAVRET LOPES, PROFA.;MOOCA;TATUAPE;35052401,0;1674177,0;CIDADE MAE DO CEU - PI 88;DIR;EMEI IRENE FAVRET LOPES, PROFA.;TATUAPE;25;MOOCA;Direta
91278;EMEI;GOMES CARDIM, INTENDENTE;MOOCA;TATUAPE;35052450,0;1674175,0;VILA GOMES CARDIM - PI 93;DIR;EMEI GOMES CARDIM, INTENDENTE;TATUAPE;25;MOOCA;Direta
91286;EMEI;MARIA LAURA DE SOUZA CAMPOS, PROFA.;ARICANDUVA/FORMOSA/CARRAO;CARRAO;35052474,0;1676177,0;VILA SANTO ESTEVAO - PI 79;DIR;EMEI MARIA LAURA DE SOUZA CAMPOS, PROFA.;CARRAO;26;ARICANDUVA-FORMOSA-CARRAO;Direta
91294;EMEI;QUINTINO BOCAIUVA;MOOCA;TATUAPE;35052395,0;1674182,0;CHACARA CALIFORNIA - EMEI 90;DIR;EMEI QUINTINO BOCAIUVA;TATUAPE;25;MOOCA;Direta
91308;EMEI;RAFAEL TOBIAS DE AGUIAR, BRIG.;PENHA;VILA MATILDE;35084281,0;1674147,0;VILA GUILHERMINA;DIR;EMEI RAFAEL TOBIAS DE AGUIAR, BRIG.;VILA MATILDE;21;PENHA;Direta
91316;EMEI;LUIZ GOMES CARDIM SANGIRARDI, ENG.;PENHA;VILA MATILDE;35084273,0;1674141,0;JARDIM HERCILIA;DIR;EMEI LUIZ GOMES CARDIM SANGIRARDI, ENG.;VILA MATILDE;21;PENHA;Direta
91324;EMEI;EVARISTO DA VEIGA;PENHA;ARTUR ALVIM;35052103,0;1674107,0;;DIR;EMEI EVARISTO DA VEIGA;ARTUR ALVIM;21;PENHA;Direta
91332;EMEI;TOMAS ANTONIO GONZAGA;ERMELINO MATARAZZO;PONTE RASA;35052127,0;1674208,0;;DIR;EMEI TOMAS ANTONIO GONZAGA;PONTE RASA;22;ERMELINO MATARAZZO;Direta
91341;EMEI;JOSE RUBENS PERES FERNANDES, PROF.;PENHA;CANGAIBA;35052115,0;1674128,0;PENHA;DIR;EMEI JOSE RUBENS PERES FERNANDES, PROF.;CANGAIBA;21;PENHA;Direta
91359;EMEI;MARIO GRACIOTTI;PENHA;CANGAIBA;35052139,0;1674131,0;;DIR;EMEI MARIO GRACIOTTI;CANGAIBA;21;PENHA;Direta
91367;EMEI;GOULART, ENG.;PENHA;CANGAIBA;35051640,0;1674125,0;GOULART, ENGENHEIRO - PI 94;DIR;EMEI GOULART, ENG.;CANGAIBA;21;PENHA;Direta
91375;EMEI;SILVIO ROMERO;MOOCA;TATUAPE;35052437,0;1674183,0;;DIR;EMEI SILVIO ROMERO;TATUAPE;25;MOOCA;Direta
91383;EMEI;DUTRA, PRES.;MOOCA;TATUAPE;35052425,0;1674172,0;DUTRA, PRESIDENTE - PI 8;DIR;EMEI DUTRA, PRES.;TATUAPE;25;MOOCA;Direta
91391;EMEI;MARY BUARQUE;MOOCA;TATUAPE;35052413,0;1674181,0;;DIR;EMEI MARY BUARQUE;TATUAPE;25;MOOCA;Direta
91405;EMEI;MARIA LACERDA DE MOURA;PENHA;VILA MATILDE;35090724,0;1674144,0;VILA DALILA;DIR;EMEI MARIA LACERDA DE MOURA;VILA MATILDE;21;PENHA;Direta
91413;EMEI;RODRIGO SOARES JUNIOR;ERMELINO MATARAZZO;ERMELINO MATARAZZO;35092642,0;1674194,0;VILA CISPER;DIR;EMEI RODRIGO SOARES JUNIOR;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Direta
91421;EMEI;ALFREDO DA ROCHA VIANA FILHO - PIXINGUINHA;PENHA;CANGAIBA;35092630,0;1674122,0;JARDIM JANIOPOLIS;DIR;EMEI ALFREDO DA ROCHA VIANA FILHO - PIXINGUINHA;CANGAIBA;21;PENHA;Direta
91430;EMEI;MADALENA CARAMURU;FREGUESIA/BRASILANDIA;FREGUESIA DO O;35052061,0;1670135,0;NOSSA SENHORA DO O - PI 33;DIR;EMEI MADALENA CARAMURU;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Direta
91448;EMEI;OLAVO BILAC;FREGUESIA/BRASILANDIA;FREGUESIA DO O;35052048,0;1670142,0;ITABERABA - PI 91;DIR;EMEI OLAVO BILAC;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Direta
91456;EMEI;FELIPE MESTRE JOU;FREGUESIA/BRASILANDIA;FREGUESIA DO O;35084220,0;1670132,0;VILA ITABERABA;DIR;EMEI FELIPE MESTRE JOU;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Direta
91464;EMEI;25 DE JANEIRO;FREGUESIA/BRASILANDIA;FREGUESIA DO O;35052085,0;1670129,0;VILA CRUZ DAS ALMAS - PI 100;DIR;EMEI 25 DE JANEIRO;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Direta
91472;EMEI;JOSE CANAVO FILHO, CEL.;FREGUESIA/BRASILANDIA;BRASILANDIA;35087129,0;1670120,0;JARDIM CAROMBE;DIR;EMEI JOSE CANAVO FILHO, CEL.;BRASILANDIA;3;FREGUESIA-BRASILANDIA;Direta
91481;EMEI;ALEXANDRE GAMA, CEL.;FREGUESIA/BRASILANDIA;BRASILANDIA;35085480,0;1670104,0;JARDIM DAMASCENO;DIR;EMEI ALEXANDRE GAMA, CEL.;BRASILANDIA;3;FREGUESIA-BRASILANDIA;Direta
91499;EMEI;ANITA GARIBALDI;FREGUESIA/BRASILANDIA;BRASILANDIA;35082314,0;1670107,0;;DIR;EMEI ANITA GARIBALDI;BRASILANDIA;3;FREGUESIA-BRASILANDIA;Direta
91502;EMEI;MARTINS FONTES;FREGUESIA/BRASILANDIA;BRASILANDIA;35052073,0;1670124,0;;DIR;EMEI MARTINS FONTES;BRASILANDIA;3;FREGUESIA-BRASILANDIA;Direta
91511;EMEI;LUCAS NOGUEIRA GARCEZ, GOV.;FREGUESIA/BRASILANDIA;BRASILANDIA;35087117,0;1670122,0;JARDIM LADEIRA ROSA;DIR;EMEI LUCAS NOGUEIRA GARCEZ, GOV.;BRASILANDIA;3;FREGUESIA-BRASILANDIA;Direta
91529;EMEI;BILAC PINTO, MIN.;FREGUESIA/BRASILANDIA;BRASILANDIA;35085492,0;1670113,0;JARDIM VISTA ALEGRE;DIR;EMEI BILAC PINTO, MIN.;BRASILANDIA;3;FREGUESIA-BRASILANDIA;Direta
91537;EMEI;ROSA E CAROLINA AGAZZI;CASA VERDE/CACHOEIRINHA;CACHOEIRINHA;35052656,0;1670156,0;;DIR;EMEI ROSA E CAROLINA AGAZZI;CACHOEIRINHA;4;CASA VERDE-CACHOEIRINHA;Direta
91545;EMEI;JULIO DE MESQUITA FILHO;CASA VERDE/CACHOEIRINHA;CACHOEIRINHA;35052059,0;1670149,0;;DIR;EMEI JULIO DE MESQUITA FILHO;CACHOEIRINHA;4;CASA VERDE-CACHOEIRINHA;Direta
91553;EMEI;NELSON MANDELA;CASA VERDE/CACHOEIRINHA;LIMAO;35052000,0;1670174,0;GUIA LOPES - PI 36;DIR;EMEI NELSON MANDELA;LIMAO;4;CASA VERDE-CACHOEIRINHA;Direta
91561;EMEI;ABELARDO GALDINO PINTO - PIOLIN;CASA VERDE/CACHOEIRINHA;CASA VERDE;35051652,0;1670165,0;CASA VERDE - PI 15;DIR;EMEI ABELARDO GALDINO PINTO - PIOLIN;CASA VERDE;4;CASA VERDE-CACHOEIRINHA;Direta
91570;EMEI;EDUARDO GOMES, BRIG.;CASA VERDE/CACHOEIRINHA;CASA VERDE;35051676,0;1670167,0;PARQUE PERUCHE (1) - EMEI 96;DIR;EMEI EDUARDO GOMES, BRIG.;CASA VERDE;4;CASA VERDE-CACHOEIRINHA;Direta
91588;EMEI;BERTHA LUTZ;FREGUESIA/BRASILANDIA;BRASILANDIA;35090608,0;1670110,0;CONJUNTO PROMORAR - PARADA II;DIR;EMEI BERTHA LUTZ;BRASILANDIA;3;FREGUESIA-BRASILANDIA;Direta
91596;EMEI;ENZO SILVEIRA, DR.;CASA VERDE/CACHOEIRINHA;CASA VERDE;35092599,0;1670170,0;PARQUE PERUCHE - (2);DIR;EMEI ENZO SILVEIRA, DR.;CASA VERDE;4;CASA VERDE-CACHOEIRINHA;Direta
91600;EMEI;OLGA CALIL MENAH, PROFA.;PIRITUBA;PIRITUBA;35084177,0;1671150,0;VILA BONILHA;DIR;EMEI OLGA CALIL MENAH, PROFA.;PIRITUBA;2;PIRITUBA-JARAGUA;Direta
91618;EMEI;OLGA MARIA GERMANO MARTINS DOMINGOS, PROFA.;PIRITUBA;PIRITUBA;35052197,0;1671153,0;PIRITUBA - PI 77;DIR;EMEI OLGA MARIA GERMANO MARTINS DOMINGOS, PROFA.;PIRITUBA;2;PIRITUBA-JARAGUA;Direta
91626;EMEI;EUNICE DOS SANTOS, PROFA.;PIRITUBA;PIRITUBA;35085479,0;1671143,0;CIDADE NOVA PIRITUBA;DIR;EMEI EUNICE DOS SANTOS, PROFA.;PIRITUBA;2;PIRITUBA-JARAGUA;Direta
91634;EMEI;CONJ. RESIDENCIAL ELISIO TEIXEIRA LEITE;PIRITUBA;JARAGUA;35087105,0;1671107,0;;DIR;EMEI CONJ. RESIDENCIAL ELISIO TEIXEIRA LEITE;JARAGUA;2;PIRITUBA-JARAGUA;Direta
91642;EMEI;FERNANDO DE AZEVEDO;PIRITUBA;JARAGUA;35052905,0;1671110,0;;DIR;EMEI FERNANDO DE AZEVEDO;JARAGUA;2;PIRITUBA-JARAGUA;Direta
91651;EMEI;OLIVEIRA LIMA;PERUS;PERUS;35052929,0;1671202,0;;DIR;EMEI OLIVEIRA LIMA;PERUS;1;PERUS;Direta
91669;EMEI;PEROLA ELLIS BYINGTON;PIRITUBA;PIRITUBA;35052188,0;1671155,0;VILA CLARICE - PI 41;DIR;EMEI PEROLA ELLIS BYINGTON;PIRITUBA;2;PIRITUBA-JARAGUA;Direta
91677;EMEI;AFONSO SARDINHA;PIRITUBA;PIRITUBA;35052164,0;1671135,0;VILA PIRITUBA - PI 97;DIR;EMEI AFONSO SARDINHA;PIRITUBA;2;PIRITUBA-JARAGUA;Direta
91685;EMEI;PAULO VI;PIRITUBA;SAO DOMINGOS;35052218,0;1671161,0;VILA MANGALOT - PI 101;DIR;EMEI PAULO VI;SAO DOMINGOS;2;PIRITUBA-JARAGUA;Direta
