CODESC;TIPOESC;NOMES;SUBPREF;DISTRITO;CODINEP;CD_CIE;NOME_ANT;REDE;NOMES_COMPLETO;nm_distrito_municipal;cd_subprefeitura;nm_subprefeitura;DESC_REDE
308482;CR.P.CONV;JARDIM DAS HORTENSIAS;CAPELA DO SOCORRO;CIDADE DUTRA;35580831,0;;;CON;CR.P.CONV JARDIM DAS HORTENSIAS;CIDADE DUTRA;19;CAPELA DO SOCORRO;Parceira
308483;CR.P.CONV;MUNDO NOVO;GUAIANASES;LAJEADO;35584356,0;;DULCE MAYRA;CON;CR.P.CONV MUNDO NOVO;LAJEADO;28;GUAIANASES;Parceira
308484;CR.P.CONV;JOAO E MARIA;GUAIANASES;LAJEADO;35584228,0;;SOL NASCENTE II;CON;CR.P.CONV JOAO E MARIA;LAJEADO;28;GUAIANASES;Parceira
308485;CR.P.CONV;VOVO LIDIA I;GUAIANASES;LAJEADO;35584290,0;;LAURINDO;CON;CR.P.CONV VOVO LIDIA I;LAJEADO;28;GUAIANASES;Parceira
308486;CR.P.CONV;ESPACO KAIROS III;GUAIANASES;LAJEADO;35584307,0;;;CON;CR.P.CONV ESPACO KAIROS III;LAJEADO;28;GUAIANASES;Parceira
308487;CR.P.CONV;NOVA ALIANCA II;GUAIANASES;LAJEADO;35584216,0;;VERBO DA VIDA;CON;CR.P.CONV NOVA ALIANCA II;LAJEADO;28;GUAIANASES;Parceira
308488;CR.P.CONV;ALERTA CRIANCA;SAO MATEUS;SAO MATEUS;35584824,0;;;CON;CR.P.CONV ALERTA CRIANCA;SAO MATEUS;30;SAO MATEUS;Parceira
308489;CR.P.CONV;BRILHO DO SOL;SAO MATEUS;IGUATEMI;35582712,0;;SEBASTIAO CANUTO DOS REIS;CON;CR.P.CONV BRILHO DO SOL;IGUATEMI;30;SAO MATEUS;Parceira
308490;CR.P.CONV;PEQUENINOS DO AMANHECER;SAO MATEUS;IGUATEMI;35584794,0;;;CON;CR.P.CONV PEQUENINOS DO AMANHECER;IGUATEMI;30;SAO MATEUS;Parceira
308492;CR.P.CONV;TURMINHA DA VILA;PENHA;CANGAIBA;35580454,0;;;CON;CR.P.CONV TURMINHA DA VILA;CANGAIBA;21;PENHA;Parceira
308493;CR.P.CONV;NOITE ENCANTADA VI;PINHEIROS;ITAIM BIBI;35584061,0;;;CON;CR.P.CONV NOITE ENCANTADA VI;ITAIM BIBI;11;PINHEIROS;Parceira
308496;CR.P.CONV;MUNDO KIDS;ITAIM PAULISTA;ITAIM PAULISTA;35580582,0;;ESTRELA GUI;CON;CR.P.CONV MUNDO KIDS;ITAIM PAULISTA;24;ITAIM PAULISTA;Parceira
308497;CR.P.CONV;MEU GIRASSOL;PENHA;CANGAIBA;35580594,0;;;CON;CR.P.CONV MEU GIRASSOL;CANGAIBA;21;PENHA;Parceira
308499;CR.P.CONV;KALIXTO MENDES III;PENHA;CANGAIBA;35580685,0;;;CON;CR.P.CONV KALIXTO MENDES III;CANGAIBA;21;PENHA;Parceira
308500;CR.P.CONV;EFRAIM;ERMELINO MATARAZZO;ERMELINO MATARAZZO;35580661,0;;;CON;CR.P.CONV EFRAIM;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Parceira
308501;CR.P.CONV;BIANCA BABY;JACANA/TREMEMBE;TREMEMBE;35580715,0;;;CON;CR.P.CONV BIANCA BABY;TREMEMBE;6;JACANA-TREMEMBE;Parceira
308502;CR.P.CONV;ESTACAO KIDS;IPIRANGA;SACOMA;35582759,0;;;CON;CR.P.CONV ESTACAO KIDS;SACOMA;13;IPIRANGA;Parceira
308506;CR.P.CONV;PRIMEIRA INFANCIA;PENHA;ARTUR ALVIM;35580818,0;;NOSSO CANTINHO;CON;CR.P.CONV PRIMEIRA INFANCIA;ARTUR ALVIM;21;PENHA;Parceira
308508;CR.P.CONV;CANTINHO DA VOVO HELENA;MOOCA;AGUA RASA;35580855,0;;;CON;CR.P.CONV CANTINHO DA VOVO HELENA;AGUA RASA;25;MOOCA;Parceira
308516;CR.P.CONV;CRESCER E APRENDER;PENHA;ARTUR ALVIM;35580983,0;;;CON;CR.P.CONV CRESCER E APRENDER;ARTUR ALVIM;21;PENHA;Parceira
308520;CR.P.CONV;ANUNCIACAO FERREIRA II;SAO MATEUS;IGUATEMI;35585048,0;;;CON;CR.P.CONV ANUNCIACAO FERREIRA II;IGUATEMI;30;SAO MATEUS;Parceira
308521;CR.P.CONV;AQUARELA DO SABER;SAO MATEUS;SAO RAFAEL;35582724,0;;;CON;CR.P.CONV AQUARELA DO SABER;SAO RAFAEL;30;SAO MATEUS;Parceira
308522;CR.P.CONV;CRIANCA FELIZ;SAO MATEUS;IGUATEMI;35584800,0;;;CON;CR.P.CONV CRIANCA FELIZ;IGUATEMI;30;SAO MATEUS;Parceira
308523;CR.P.CONV;SAGRADA FAMILIA;SAO MATEUS;IGUATEMI;35582736,0;;PHENIX;CON;CR.P.CONV SAGRADA FAMILIA;IGUATEMI;30;SAO MATEUS;Parceira
308524;CR.P.CONV;VICTORIA;SAO MATEUS;IGUATEMI;35583212,0;;;CON;CR.P.CONV VICTORIA;IGUATEMI;30;SAO MATEUS;Parceira
308525;CR.P.CONV;BOM SUCESSO;ITAQUERA;ITAQUERA;35581012,0;;SANTA BARBARA II;CON;CR.P.CONV BOM SUCESSO;ITAQUERA;27;ITAQUERA;Parceira
308526;CR.P.CONV;MUNDO MAGICO;ITAQUERA;CIDADE LIDER;35581033,0;;;CON;CR.P.CONV MUNDO MAGICO;CIDADE LIDER;27;ITAQUERA;Parceira
308528;CR.P.CONV;CANTINHO DA RENATA;ITAQUERA;JOSE BONIFACIO;35581057,0;;;CON;CR.P.CONV CANTINHO DA RENATA;JOSE BONIFACIO;27;ITAQUERA;Parceira
308529;CR.P.CONV;NINHO DA CRIANCA;ITAQUERA;PARQUE DO CARMO;35581069,0;;;CON;CR.P.CONV NINHO DA CRIANCA;PARQUE DO CARMO;27;ITAQUERA;Parceira
308530;CR.P.CONV;FLOR DO AMANHA II;ITAIM PAULISTA;ITAIM PAULISTA;35581070,0;;VOVO VANDA;CON;CR.P.CONV FLOR DO AMANHA II;ITAIM PAULISTA;24;ITAIM PAULISTA;Parceira
308531;CR.P.CONV;ANJO CAMAEL;ITAIM PAULISTA;VILA CURUCA;35584381,0;;;CON;CR.P.CONV ANJO CAMAEL;VILA CURUCA;24;ITAIM PAULISTA;Parceira
308532;CR.P.CONV;PEQUENOS CRISTAIS;ITAIM PAULISTA;ITAIM PAULISTA;35581100,0;;;CON;CR.P.CONV PEQUENOS CRISTAIS;ITAIM PAULISTA;24;ITAIM PAULISTA;Parceira
308533;CR.P.CONV;PENTAGRAMA VI;CAMPO LIMPO;CAMPO LIMPO;35582888,0;;;CON;CR.P.CONV PENTAGRAMA VI;CAMPO LIMPO;17;CAMPO LIMPO;Parceira
308534;CR.P.CONV;ANA GONCALVES DE SOUZA;M'BOI MIRIM;JARDIM ANGELA;35581318,0;;PEQUENAS TURQUESAS;CON;CR.P.CONV ANA GONCALVES DE SOUZA;JARDIM ANGELA;18;M BOI MIRIM;Parceira
308535;CR.P.CONV;DOCE INFANCIA;PENHA;PENHA;35584241,0;;;CON;CR.P.CONV DOCE INFANCIA;PENHA;21;PENHA;Parceira
308536;CR.P.CONV;SEMENTINHA DO BEM;ERMELINO MATARAZZO;ERMELINO MATARAZZO;35584423,0;;;CON;CR.P.CONV SEMENTINHA DO BEM;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Parceira
308537;CR.P.CONV;ERA UMA VEZ;PENHA;CANGAIBA;35584435,0;;;CON;CR.P.CONV ERA UMA VEZ;CANGAIBA;21;PENHA;Parceira
308538;CR.P.CONV;MUNDO AZUL;IPIRANGA;SACOMA;35584198,0;;;CON;CR.P.CONV MUNDO AZUL;SACOMA;13;IPIRANGA;Parceira
308539;CR.P.CONV;ANJO FELIZ;LAPA;JAGUARE;35581173,0;;;CON;CR.P.CONV ANJO FELIZ;JAGUARE;8;LAPA;Parceira
308541;CR.P.CONV;PEQUENOS POETAS;PENHA;VILA MATILDE;35581197,0;;SABOR DE MEL II;CON;CR.P.CONV PEQUENOS POETAS;VILA MATILDE;21;PENHA;Parceira
308542;CR.P.CONV;PAIS E FILHOS;BUTANTA;RAPOSO TAVARES;35581306,0;;;CON;CR.P.CONV PAIS E FILHOS;RAPOSO TAVARES;10;BUTANTA;Parceira
308546;CR.P.CONV;LOURENCO CHANG, PE;SE;SANTA CECILIA;35581604,0;;PINOCCHIO III;CON;CR.P.CONV LOURENCO CHANG, PE;SANTA CECILIA;9;SE;Parceira
308549;CR.P.CONV;MUNDO ENCANTADO;SAO MATEUS;SAO MATEUS;35588052,0;;;CON;CR.P.CONV MUNDO ENCANTADO;SAO MATEUS;30;SAO MATEUS;Parceira
308550;CR.P.CONV;PESSACH;ITAIM PAULISTA;ITAIM PAULISTA;35581756,0;;INFANCIA DE AGEU;CON;CR.P.CONV PESSACH;ITAIM PAULISTA;24;ITAIM PAULISTA;Parceira
308551;CR.P.CONV;ELOHIM KADOSH;ITAIM PAULISTA;ITAIM PAULISTA;35581773,0;;;CON;CR.P.CONV ELOHIM KADOSH;ITAIM PAULISTA;24;ITAIM PAULISTA;Parceira
308552;CR.P.CONV;SONHO ENCANTADO;ITAIM PAULISTA;ITAIM PAULISTA;35581884,0;;RAIO DE LUZ;CON;CR.P.CONV SONHO ENCANTADO;ITAIM PAULISTA;24;ITAIM PAULISTA;Parceira
308553;CR.P.CONV;ALVORADA;ARICANDUVA/FORMOSA/CARRAO;CARRAO;35581951,0;;;CON;CR.P.CONV ALVORADA;CARRAO;26;ARICANDUVA-FORMOSA-CARRAO;Parceira
308554;CR.P.CONV;JOAO FERNANDES VIII;ITAQUERA;CIDADE LIDER;35581963,0;;CARROSSEL DO SABER;CON;CR.P.CONV JOAO FERNANDES VIII;CIDADE LIDER;27;ITAQUERA;Parceira
308556;CR.P.CONV;NINHO DA AMIZADE;BUTANTA;RAPOSO TAVARES;35582098,0;;SABER VIVER III;CON;CR.P.CONV NINHO DA AMIZADE;RAPOSO TAVARES;10;BUTANTA;Parceira
308557;CR.P.CONV;JOAO DIAS;JACANA/TREMEMBE;JACANA;35582128,0;;LAR DOS ANJOS II;CON;CR.P.CONV JOAO DIAS;JACANA;6;JACANA-TREMEMBE;Parceira
308558;CR.P.CONV;MIGUEL ARCANJO;FREGUESIA/BRASILANDIA;BRASILANDIA;35582136,0;;;CON;CR.P.CONV MIGUEL ARCANJO;BRASILANDIA;3;FREGUESIA-BRASILANDIA;Parceira
308559;CR.P.CONV;OSVALDO MOREIRA;JACANA/TREMEMBE;TREMEMBE;35582232,0;;LAR DOS ANJOS;CON;CR.P.CONV OSVALDO MOREIRA;TREMEMBE;6;JACANA-TREMEMBE;Parceira
308562;CR.P.CONV;VO ESTER II;ITAIM PAULISTA;ITAIM PAULISTA;35582402,0;;;CON;CR.P.CONV VO ESTER II;ITAIM PAULISTA;24;ITAIM PAULISTA;Parceira
308567;CR.P.CONV;IVANI CATARINA ARANTES FAZENDA, PROFA;CASA VERDE/CACHOEIRINHA;CASA VERDE;35582505,0;;;CON;CR.P.CONV IVANI CATARINA ARANTES FAZENDA, PROFA;CASA VERDE;4;CASA VERDE-CACHOEIRINHA;Parceira
308568;CR.P.CONV;SEMENTINHA DA VIDA;CASA VERDE/CACHOEIRINHA;CACHOEIRINHA;35582529,0;;;CON;CR.P.CONV SEMENTINHA DA VIDA;CACHOEIRINHA;4;CASA VERDE-CACHOEIRINHA;Parceira
308569;CR.P.CONV;NOVOS CAMINHOS;CAMPO LIMPO;CAMPO LIMPO;35584496,0;;;CON;CR.P.CONV NOVOS CAMINHOS;CAMPO LIMPO;17;CAMPO LIMPO;Parceira
308570;CR.P.CONV;VO CHICA;CAMPO LIMPO;CAPAO REDONDO;35582633,0;;;CON;CR.P.CONV VO CHICA;CAPAO REDONDO;17;CAMPO LIMPO;Parceira
308572;CR.P.CONV;ESPACO KAIROS LIVIERO;IPIRANGA;SACOMA;35583030,0;;LIVIERO;CON;CR.P.CONV ESPACO KAIROS LIVIERO;SACOMA;13;IPIRANGA;Parceira
308573;CR.P.CONV;MARGARIDAS AMARELAS;M'BOI MIRIM;JARDIM ANGELA;35584447,0;;;CON;CR.P.CONV MARGARIDAS AMARELAS;JARDIM ANGELA;18;M BOI MIRIM;Parceira
308574;CR.P.CONV;BRILHO NO OLHAR;PENHA;PENHA;35584289,0;;;CON;CR.P.CONV BRILHO NO OLHAR;PENHA;21;PENHA;Parceira
308575;CR.P.CONV;FILADELFIA;VILA PRUDENTE;VILA PRUDENTE;35583029,0;;MAEZINHA;CON;CR.P.CONV FILADELFIA;VILA PRUDENTE;29;VILA PRUDENTE;Parceira
308579;CR.P.CONV;MASCOTE II;CIDADE ADEMAR;CIDADE ADEMAR;35582931,0;;;CON;CR.P.CONV MASCOTE II;CIDADE ADEMAR;16;CIDADE ADEMAR;Parceira
308584;CR.P.CONV;ALGODAO DOCE;JABAQUARA;JABAQUARA;35583054,0;;;CON;CR.P.CONV ALGODAO DOCE;JABAQUARA;15;JABAQUARA;Parceira
308586;CR.P.CONV;SEMENTINHA DO APRENDER;SAO MATEUS;IGUATEMI;35004019,0;;GALPAO ATRIA - RECANTO;CON;CR.P.CONV SEMENTINHA DO APRENDER;IGUATEMI;30;SAO MATEUS;Parceira
308589;CR.P.CONV;PATATIVA DO ASSARE;IPIRANGA;CURSINO;35586730,0;;;CON;CR.P.CONV PATATIVA DO ASSARE;CURSINO;13;IPIRANGA;Parceira
308590;CR.P.CONV;FLOR DE LOTUS;IPIRANGA;SACOMA;35584666,0;;;CON;CR.P.CONV FLOR DE LOTUS;SACOMA;13;IPIRANGA;Parceira
308592;CR.P.CONV;LOURDINHA PINHEIRO;CIDADE ADEMAR;CIDADE ADEMAR;35583273,0;;;CON;CR.P.CONV LOURDINHA PINHEIRO;CIDADE ADEMAR;16;CIDADE ADEMAR;Parceira
308593;CR.P.CONV;DANDINHA II;PENHA;PENHA;35583315,0;;VOVO LUZIA;CON;CR.P.CONV DANDINHA II;PENHA;21;PENHA;Parceira
308595;CR.P.CONV;MARIO MARTINS;PIRITUBA;JARAGUA;35583492,0;;;CON;CR.P.CONV MARIO MARTINS;JARAGUA;2;PIRITUBA-JARAGUA;Parceira
308597;CR.P.CONV;SOLAR DOS UNIDOS I;CAMPO LIMPO;CAPAO REDONDO;35584599,0;;;CON;CR.P.CONV SOLAR DOS UNIDOS I;CAPAO REDONDO;17;CAMPO LIMPO;Parceira
308598;CR.P.CONV;PRO-EDUCAR;ITAQUERA;CIDADE LIDER;35583601,0;;;CON;CR.P.CONV PRO-EDUCAR;CIDADE LIDER;27;ITAQUERA;Parceira
308599;CR.P.CONV;SAO FRANCISCO DE ASSIS;IPIRANGA;CURSINO;35587369,0;;RECANTO DO PEQUENINO;CON;CR.P.CONV SAO FRANCISCO DE ASSIS;CURSINO;13;IPIRANGA;Parceira
308602;CR.P.CONV;MOMENTOS FELIZES;PENHA;CANGAIBA;35583947,0;;;CON;CR.P.CONV MOMENTOS FELIZES;CANGAIBA;21;PENHA;Parceira
308603;CR.P.CONV;PENTAGRAMA VII;CAMPO LIMPO;CAPAO REDONDO;35584236,0;;;CON;CR.P.CONV PENTAGRAMA VII;CAPAO REDONDO;17;CAMPO LIMPO;Parceira
308606;CR.P.CONV;ALPS JARDIM ROBRU;ITAIM PAULISTA;VILA CURUCA;35584034,0;;;CON;CR.P.CONV ALPS JARDIM ROBRU;VILA CURUCA;24;ITAIM PAULISTA;Parceira
308608;CR.P.CONV;RAIO DE LUZ;ITAIM PAULISTA;ITAIM PAULISTA;35584125,0;;NAZARE;CON;CR.P.CONV RAIO DE LUZ;ITAIM PAULISTA;24;ITAIM PAULISTA;Parceira
308609;CR.P.CONV;ESTRELA DE DAVI;M'BOI MIRIM;JARDIM SAO LUIS;35584538,0;;NOVO AMANHECER - PARQUE SANTO ANTONIO;CON;CR.P.CONV ESTRELA DE DAVI;JARDIM SAO LUIS;18;M BOI MIRIM;Parceira
308611;CR.P.CONV;VOVO MIRA;JABAQUARA;JABAQUARA;35584678,0;;;CON;CR.P.CONV VOVO MIRA;JABAQUARA;15;JABAQUARA;Parceira
308612;CR.P.CONV;VENHA CONOSCO IV;CIDADE ADEMAR;CIDADE ADEMAR;35584685,0;;;CON;CR.P.CONV VENHA CONOSCO IV;CIDADE ADEMAR;16;CIDADE ADEMAR;Parceira
308621;CR.P.CONV;SAMARITANINHOS I;SAO MIGUEL;JARDIM HELENA;35586717,0;;ALIMENTA MEU SONHO;CON;CR.P.CONV SAMARITANINHOS I;JARDIM HELENA;23;SAO MIGUEL;Parceira
308622;CR.P.CONV;MADRE TERESA DE CALCUTA;M'BOI MIRIM;JARDIM ANGELA;35585749,0;;;CON;CR.P.CONV MADRE TERESA DE CALCUTA;JARDIM ANGELA;18;M BOI MIRIM;Parceira
308623;CR.P.CONV;AVIVAH;ITAIM PAULISTA;VILA CURUCA;35585555,0;;;CON;CR.P.CONV AVIVAH;VILA CURUCA;24;ITAIM PAULISTA;Parceira
308624;CR.P.CONV;INDEPENDENCIA;CAMPO LIMPO;CAPAO REDONDO;35585774,0;;;CON;CR.P.CONV INDEPENDENCIA;CAPAO REDONDO;17;CAMPO LIMPO;Parceira
308626;CR.P.CONV;PEQUENO ANJO;FREGUESIA/BRASILANDIA;BRASILANDIA;35585579,0;;;CON;CR.P.CONV PEQUENO ANJO;BRASILANDIA;3;FREGUESIA-BRASILANDIA;Parceira
308627;CR.P.CONV;SUL DE MINAS;CAMPO LIMPO;CAPAO REDONDO;35585762,0;;;CON;CR.P.CONV SUL DE MINAS;CAPAO REDONDO;17;CAMPO LIMPO;Parceira
308629;CR.P.CONV;OLIVEIRA;CAMPO LIMPO;CAMPO LIMPO;35585750,0;;;CON;CR.P.CONV OLIVEIRA;CAMPO LIMPO;17;CAMPO LIMPO;Parceira
308633;CR.P.CONV;MEU SONHO ENCANTADO;MOOCA;BELEM;35585836,0;;;CON;CR.P.CONV MEU SONHO ENCANTADO;BELEM;25;MOOCA;Parceira
308634;CR.P.CONV;ANTONIO NUNES;CAMPO LIMPO;CAPAO REDONDO;35585981,0;;;CON;CR.P.CONV ANTONIO NUNES;CAPAO REDONDO;17;CAMPO LIMPO;Parceira
308636;CR.P.CONV;RIO DOCE;CAMPO LIMPO;CAPAO REDONDO;35585919,0;;;CON;CR.P.CONV RIO DOCE;CAPAO REDONDO;17;CAMPO LIMPO;Parceira
308637;CR.P.CONV;BOA ESPERANCA II;CAMPO LIMPO;CAMPO LIMPO;35586031,0;;;CON;CR.P.CONV BOA ESPERANCA II;CAMPO LIMPO;17;CAMPO LIMPO;Parceira
308639;CR.P.CONV;SANTA MARIA;PARELHEIROS;PARELHEIROS;35585853,0;;;CON;CR.P.CONV SANTA MARIA;PARELHEIROS;20;PARELHEIROS;Parceira
308642;CR.P.CONV;TIA ANA;SAO MIGUEL;JARDIM HELENA;35585907,0;;;CON;CR.P.CONV TIA ANA;JARDIM HELENA;23;SAO MIGUEL;Parceira
308643;CR.P.CONV;MARANATA;SAO MATEUS;IGUATEMI;35587936,0;;;CON;CR.P.CONV MARANATA;IGUATEMI;30;SAO MATEUS;Parceira
308645;CR.P.CONV;JARDIM ICARAI;CAPELA DO SOCORRO;GRAJAU;35585993,0;;;CON;CR.P.CONV JARDIM ICARAI;GRAJAU;19;CAPELA DO SOCORRO;Parceira
308646;CR.P.CONV;VERA ALVARENGA;JABAQUARA;JABAQUARA;35586024,0;;VERA DE ALVARENGA;CON;CR.P.CONV VERA ALVARENGA;JABAQUARA;15;JABAQUARA;Parceira
308650;CR.P.CONV;APRENDENDO A VIVER;PIRITUBA;JARAGUA;35586080,0;;;CON;CR.P.CONV APRENDENDO A VIVER;JARAGUA;2;PIRITUBA-JARAGUA;Parceira
308651;CR.P.CONV;JARDIM DOS ANJOS;LAPA;JAGUARA;35586110,0;;;CON;CR.P.CONV JARDIM DOS ANJOS;JAGUARA;8;LAPA;Parceira
308654;CR.P.CONV;BOA ESPERANCA III;CAMPO LIMPO;CAPAO REDONDO;35586675,0;;;CON;CR.P.CONV BOA ESPERANCA III;CAPAO REDONDO;17;CAMPO LIMPO;Parceira
308656;CR.P.CONV;CAMINHO DA FELICIDADE;SAO MIGUEL;JARDIM HELENA;35586298,0;;DUDA CORUJINHA;CON;CR.P.CONV CAMINHO DA FELICIDADE;JARDIM HELENA;23;SAO MIGUEL;Parceira
308658;CR.P.CONV;BIJUJU;PENHA;CANGAIBA;35586336,0;;;CON;CR.P.CONV BIJUJU;CANGAIBA;21;PENHA;Parceira
308659;CR.P.CONV;VOVO LOURDES;ERMELINO MATARAZZO;ERMELINO MATARAZZO;35586341,0;;;CON;CR.P.CONV VOVO LOURDES;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Parceira
308661;CR.P.CONV;FILHOS DA FE;PIRITUBA;PIRITUBA;35586420,0;;;CON;CR.P.CONV FILHOS DA FE;PIRITUBA;2;PIRITUBA-JARAGUA;Parceira
308662;CR.P.CONV;SANTA TEREZINHA;BUTANTA;VILA SONIA;35586444,0;;;CON;CR.P.CONV SANTA TEREZINHA;VILA SONIA;10;BUTANTA;Parceira
308665;CR.P.CONV;VOVO ANA;BUTANTA;RIO PEQUENO;35586560,0;;;CON;CR.P.CONV VOVO ANA;RIO PEQUENO;10;BUTANTA;Parceira
308666;CR.P.CONV;NOITE ENCANTADA V;BUTANTA;MORUMBI;35586596,0;;;CON;CR.P.CONV NOITE ENCANTADA V;MORUMBI;10;BUTANTA;Parceira
308668;CR.P.CONV;SEMEANDO SABER;PENHA;CANGAIBA;35586648,0;;;CON;CR.P.CONV SEMEANDO SABER;CANGAIBA;21;PENHA;Parceira
308669;CR.P.CONV;PEQUENOS DO BUTANTA;BUTANTA;RAPOSO TAVARES;35586651,0;;;CON;CR.P.CONV PEQUENOS DO BUTANTA;RAPOSO TAVARES;10;BUTANTA;Parceira
308671;CR.P.CONV;CRISTO LIBERTADOR II;M'BOI MIRIM;JARDIM ANGELA;35586924,0;;;CON;CR.P.CONV CRISTO LIBERTADOR II;JARDIM ANGELA;18;M BOI MIRIM;Parceira
308672;CR.P.CONV;PRIMEIROS CAMINHOS;BUTANTA;RAPOSO TAVARES;35586791,0;;;CON;CR.P.CONV PRIMEIROS CAMINHOS;RAPOSO TAVARES;10;BUTANTA;Parceira
308673;CR.P.CONV;FAZENDO ARTE;BUTANTA;VILA SONIA;35586729,0;;;CON;CR.P.CONV FAZENDO ARTE;VILA SONIA;10;BUTANTA;Parceira
308675;CR.P.CONV;CANTINHO DA LAURINHA;ARICANDUVA/FORMOSA/CARRAO;CARRAO;35586870,0;;MARIA VERA;CON;CR.P.CONV CANTINHO DA LAURINHA;CARRAO;26;ARICANDUVA-FORMOSA-CARRAO;Parceira
308677;CR.P.CONV;ANJO DE LUZ;ITAQUERA;ITAQUERA;35586912,0;;;CON;CR.P.CONV ANJO DE LUZ;ITAQUERA;27;ITAQUERA;Parceira
308678;CR.P.CONV;VENHA CONOSCO IX;CIDADE ADEMAR;CIDADE ADEMAR;35586985,0;;VIVER MELHOR;CON;CR.P.CONV VENHA CONOSCO IX;CIDADE ADEMAR;16;CIDADE ADEMAR;Parceira
308679;CR.P.CONV;FUTURO DO AMANHA;FREGUESIA/BRASILANDIA;BRASILANDIA;35587035,0;;;CON;CR.P.CONV FUTURO DO AMANHA;BRASILANDIA;3;FREGUESIA-BRASILANDIA;Parceira
308680;CR.P.CONV;KAUE MARQUES;SAO MIGUEL;JARDIM HELENA;35587102,0;;;CON;CR.P.CONV KAUE MARQUES;JARDIM HELENA;23;SAO MIGUEL;Parceira
308683;CR.P.CONV;JOSE DIAS PEQUENO PRINCIPE;SAO MIGUEL;VILA JACUI;35587229,0;;;CON;CR.P.CONV JOSE DIAS PEQUENO PRINCIPE;VILA JACUI;23;SAO MIGUEL;Parceira
308684;CR.P.CONV;HORIZONTES DO SABER;ITAIM PAULISTA;ITAIM PAULISTA;35004071,0;;CRIANCA FELIZ III;CON;CR.P.CONV HORIZONTES DO SABER;ITAIM PAULISTA;24;ITAIM PAULISTA;Parceira
308686;CR.P.CONV;VOVO FATIMA III;ITAIM PAULISTA;ITAIM PAULISTA;35004072,0;;CRIANCA FELIZ IV;CON;CR.P.CONV VOVO FATIMA III;ITAIM PAULISTA;24;ITAIM PAULISTA;Parceira
308687;CR.P.CONV;CATAVENTO;ITAIM PAULISTA;ITAIM PAULISTA;35587497,0;;CAMINHOS DO SABER;CON;CR.P.CONV CATAVENTO;ITAIM PAULISTA;24;ITAIM PAULISTA;Parceira
308688;CR.P.CONV;INFANCIA COM AFETO;SAO MIGUEL;JARDIM HELENA;35587345,0;;;CON;CR.P.CONV INFANCIA COM AFETO;JARDIM HELENA;23;SAO MIGUEL;Parceira
308689;CR.P.CONV;SANTA CATARINA;PIRITUBA;PIRITUBA;35587503,0;;;CON;CR.P.CONV SANTA CATARINA;PIRITUBA;2;PIRITUBA-JARAGUA;Parceira
308694;CR.P.CONV;DOCE INFANCIA IV;JACANA/TREMEMBE;JACANA;35004498,0;;CRESCER E APRENDER;CON;CR.P.CONV DOCE INFANCIA IV;JACANA;6;JACANA-TREMEMBE;Parceira
308696;CR.P.CONV;JERUSALEM;VILA PRUDENTE;VILA PRUDENTE;35004002,0;;CORUJA SAPECA;CON;CR.P.CONV JERUSALEM;VILA PRUDENTE;29;VILA PRUDENTE;Parceira
308698;CR.P.CONV;COMO NOSSOS PAIS;FREGUESIA/BRASILANDIA;BRASILANDIA;35588040,0;;;CON;CR.P.CONV COMO NOSSOS PAIS;BRASILANDIA;3;FREGUESIA-BRASILANDIA;Parceira
308700;CR.P.CONV;BARUCH;ITAIM PAULISTA;ITAIM PAULISTA;35587813,0;;TIA VALDICE;CON;CR.P.CONV BARUCH;ITAIM PAULISTA;24;ITAIM PAULISTA;Parceira
308710;CR.P.CONV;CARLOS EDUARDO BARRETO;ITAQUERA;PARQUE DO CARMO;35004052,0;;JARDIM FLOR DE LIS II;CON;CR.P.CONV CARLOS EDUARDO BARRETO;PARQUE DO CARMO;27;ITAQUERA;Parceira
308711;CR.P.CONV;EMILIA INES;ITAIM PAULISTA;ITAIM PAULISTA;35004055,0;;;CON;CR.P.CONV EMILIA INES;ITAIM PAULISTA;24;ITAIM PAULISTA;Parceira
308724;CR.P.CONV;SEMENTE DO AMANHA;ITAIM PAULISTA;ITAIM PAULISTA;35004129,0;;;CON;CR.P.CONV SEMENTE DO AMANHA;ITAIM PAULISTA;24;ITAIM PAULISTA;Parceira
308725;CR.P.CONV;CHEIRINHO DE NENEM;ARICANDUVA/FORMOSA/CARRAO;VILA FORMOSA;35581008,0;;VOVO LUIZA;CON;CR.P.CONV CHEIRINHO DE NENEM;VILA FORMOSA;26;ARICANDUVA-FORMOSA-CARRAO;Parceira
308726;CR.P.CONV;NOVA GERACAO;SAO MATEUS;IGUATEMI;35004134,0;;;CON;CR.P.CONV NOVA GERACAO;IGUATEMI;30;SAO MATEUS;Parceira
308727;CR.P.CONV;CASA BRANCA;CAPELA DO SOCORRO;GRAJAU;35004147,0;;;CON;CR.P.CONV CASA BRANCA;GRAJAU;19;CAPELA DO SOCORRO;Parceira
308728;CR.P.CONV;ADONAI;PENHA;CANGAIBA;35004148,0;;;CON;CR.P.CONV ADONAI;CANGAIBA;21;PENHA;Parceira
308729;CR.P.CONV;RELUZ;ERMELINO MATARAZZO;ERMELINO MATARAZZO;35004155,0;;;CON;CR.P.CONV RELUZ;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Parceira
