CODEOL;TIPO;UNIDADE;DIRETORIA;DISTRITO;NIVEL;QTDE;Nível padronizado;nm_distrito_municipal;cd_subprefeitura;nm_subprefeitura;nivel_subprefeitura
308825;CR.P.CONV;CASTILHO III;CAMPO LIMPO;CAPAO REDONDO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAPAO REDONDO;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
308826;CR.P.CONV;JUAN DIEGO;CAMPO LIMPO;JARDIM ANGELA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM ANGELA;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
308827;CR.P.CONV;BRISA ANDRADE II;CAMPO LIMPO;JARDIM SAO LUIS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM SAO LUIS;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
308828;CR.P.CONV;SANTA ESCOLASTICA;BUTANTA;VILA ANDRADE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA ANDRADE;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
308836;CR.P.CONV;LUGAR DE ALEGRIA;ITAQUERA;CIDADE LIDER;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE LIDER;27;ITAQUERA;Ensino Fundamental|ITAQUERA
308837;CR.P.CONV;ESPACO KAIROS PERI;FREGUESIA/BRASILANDIA;CACHOEIRINHA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
308838;CR.P.CONV;AMORA;IPIRANGA;CURSINO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CURSINO;13;IPIRANGA;Ensino Fundamental|IPIRANGA
308840;CR.P.CONV;JESUS REI III;GUAIANASES;CIDADE TIRADENTES;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Ensino Fundamental|CIDADE TIRADENTES
308841;CR.P.CONV;KALIXTO MENDES IV;PENHA;BELEM;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BELEM;25;MOOCA;Ensino Fundamental|MOOCA
308845;CR.P.CONV;JOSEPHINA SANTOS MAIA;JACANA/TREMEMBE;VILA GUILHERME;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
308847;CEI INDIR;ESPACO DA COMUNIDADE VI;ITAQUERA;PARQUE DO CARMO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;PARQUE DO CARMO;27;ITAQUERA;Ensino Fundamental|ITAQUERA
308848;CEI INDIR;AVENTUREIROS MIRINS;ITAQUERA;PARQUE DO CARMO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;PARQUE DO CARMO;27;ITAQUERA;Ensino Fundamental|ITAQUERA
308849;CR.P.CONV;VIDA E ALEGRIA;SANTO AMARO;CIDADE ADEMAR;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE ADEMAR;16;CIDADE ADEMAR;Ensino Fundamental|CIDADE ADEMAR
308861;CR.P.CONV;KATATAU;IPIRANGA;SACOMA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SACOMA;13;IPIRANGA;Ensino Fundamental|IPIRANGA
308862;CR.P.CONV;CARDECI MARTINS;IPIRANGA;VILA PRUDENTE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA PRUDENTE;29;VILA PRUDENTE;Ensino Fundamental|VILA PRUDENTE
308863;CR.P.CONV;TALITHA KUMI;IPIRANGA;VILA PRUDENTE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA PRUDENTE;29;VILA PRUDENTE;Ensino Fundamental|VILA PRUDENTE
308864;CR.P.CONV;CAMINHAR COM AMOR - UNIDADE I;SANTO AMARO;CIDADE ADEMAR;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE ADEMAR;16;CIDADE ADEMAR;Ensino Fundamental|CIDADE ADEMAR
308865;CR.P.CONV;IRANI DA SILVA LUZIA;SANTO AMARO;CIDADE ADEMAR;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE ADEMAR;16;CIDADE ADEMAR;Ensino Fundamental|CIDADE ADEMAR
308866;CR.P.CONV;PEQUENOS GENIOS - LIRIO;SANTO AMARO;CIDADE ADEMAR;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE ADEMAR;16;CIDADE ADEMAR;Ensino Fundamental|CIDADE ADEMAR
308868;CR.P.CONV;JESUS REI II;SAO MATEUS;SAPOPEMBA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAPOPEMBA;32;SAPOPEMBA;Ensino Fundamental|SAPOPEMBA
308869;CR.P.CONV;PEQUENOS DA AMERICA;SAO MATEUS;SAO MATEUS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO MATEUS;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
308870;CR.P.CONV;ELISABETH QUINELLO;CAMPO LIMPO;JARDIM ANGELA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM ANGELA;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
308871;CR.P.CONV;ALICE ALVES;CAMPO LIMPO;JARDIM ANGELA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM ANGELA;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
308872;CR.P.CONV;FUTURO FELIZ;CAMPO LIMPO;CAPAO REDONDO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAPAO REDONDO;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
308873;CR.P.CONV;DOS ANJOS;IPIRANGA;IPIRANGA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;IPIRANGA;13;IPIRANGA;Ensino Fundamental|IPIRANGA
308874;CR.P.CONV;DOCE INFANCIA II;JACANA/TREMEMBE;JACANA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JACANA;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
308875;CR.P.CONV;NUCLEO DO SABER;JACANA/TREMEMBE;VILA MARIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA MARIA;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
308876;CR.P.CONV;ASBEN SEKOIA;JACANA/TREMEMBE;TREMEMBE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
308877;CR.P.CONV;ESPERANCA PARA TODOS I;JACANA/TREMEMBE;TREMEMBE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
308879;CR.P.CONV;LAR BATISTA DE CRIANCAS - MANDAQUI;JACANA/TREMEMBE;MANDAQUI;ENSINO FUNDAMENTAL;0;Ensino Fundamental;MANDAQUI;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
308881;CR.P.CONV;EDUCANDO;IPIRANGA;SACOMA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SACOMA;13;IPIRANGA;Ensino Fundamental|IPIRANGA
308882;CR.P.CONV;PEQUENOS DO BUTANTA II;BUTANTA;RAPOSO TAVARES;ENSINO FUNDAMENTAL;0;Ensino Fundamental;RAPOSO TAVARES;10;BUTANTA;Ensino Fundamental|BUTANTA
308883;CR.P.CONV;PRIMEIRO LAPIS II;BUTANTA;MORUMBI;ENSINO FUNDAMENTAL;0;Ensino Fundamental;MORUMBI;10;BUTANTA;Ensino Fundamental|BUTANTA
308884;CR.P.CONV;ANA MARIA MACHADO;FREGUESIA/BRASILANDIA;LIMAO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;LIMAO;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
308885;CR.P.CONV;NOVO HORIZONTE;SAO MATEUS;SAPOPEMBA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAPOPEMBA;32;SAPOPEMBA;Ensino Fundamental|SAPOPEMBA
308886;CR.P.CONV;PRINCESA LIVIA;SAO MATEUS;SAO MATEUS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO MATEUS;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
308888;CR.P.CONV;MONTEIRO LOBATO;FREGUESIA/BRASILANDIA;CACHOEIRINHA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
308889;CR.P.CONV;BURITI;FREGUESIA/BRASILANDIA;BRASILANDIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
308890;CR.P.CONV;AGUA VIVA;FREGUESIA/BRASILANDIA;BRASILANDIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
308891;CR.P.CONV;ALEM DO ARCO IRIS;FREGUESIA/BRASILANDIA;BRASILANDIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
308893;CR.P.CONV;PEQUENOS GENIOS II;CAMPO LIMPO;CAMPO LIMPO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAMPO LIMPO;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
308894;CR.P.CONV;SOLAR DOS UNIDOS II;CAMPO LIMPO;CAPAO REDONDO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAPAO REDONDO;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
308895;CR.P.CONV;CAMINHAR COM AMOR - UNIDADE II;CAMPO LIMPO;JARDIM SAO LUIS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM SAO LUIS;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
308896;CR.P.CONV;MANOEL DE BARROS;CAPELA DO SOCORRO;GRAJAU;ENSINO FUNDAMENTAL;0;Ensino Fundamental;GRAJAU;19;CAPELA DO SOCORRO;Ensino Fundamental|CAPELA DO SOCORRO
308897;CR.P.CONV;ALECRIM DOURADO;FREGUESIA/BRASILANDIA;BRASILANDIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
308898;CR.P.CONV;SANTA MARCELINA;CAPELA DO SOCORRO;GRAJAU;ENSINO FUNDAMENTAL;0;Ensino Fundamental;GRAJAU;19;CAPELA DO SOCORRO;Ensino Fundamental|CAPELA DO SOCORRO
308899;CR.P.CONV;JARDIM DOS IPES;CAPELA DO SOCORRO;CIDADE DUTRA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE DUTRA;19;CAPELA DO SOCORRO;Ensino Fundamental|CAPELA DO SOCORRO
308900;CR.P.CONV;SANTA RITA;CAPELA DO SOCORRO;PARELHEIROS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;PARELHEIROS;20;PARELHEIROS;Ensino Fundamental|PARELHEIROS
308901;CR.P.CONV;RECANTO DOS NAVEGANTES;CAPELA DO SOCORRO;GRAJAU;ENSINO FUNDAMENTAL;0;Ensino Fundamental;GRAJAU;19;CAPELA DO SOCORRO;Ensino Fundamental|CAPELA DO SOCORRO
308902;CR.P.CONV;SANTA MARGARIDA;CAPELA DO SOCORRO;GRAJAU;ENSINO FUNDAMENTAL;0;Ensino Fundamental;GRAJAU;19;CAPELA DO SOCORRO;Ensino Fundamental|CAPELA DO SOCORRO
308903;CR.P.CONV;PEQUENOS GENIOS-ESTRELA;SANTO AMARO;PEDREIRA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;PEDREIRA;16;CIDADE ADEMAR;Ensino Fundamental|CIDADE ADEMAR
308905;CR.P.CONV;MARIO CELESTINO TEIXEIRA;SANTO AMARO;CAMPO GRANDE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAMPO GRANDE;14;SANTO AMARO;Ensino Fundamental|SANTO AMARO
308906;CR.P.CONV;TIO BUBE;SANTO AMARO;JABAQUARA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JABAQUARA;15;JABAQUARA;Ensino Fundamental|JABAQUARA
308907;CR.P.CONV;SEMENTINHA DO AMANHA;JACANA/TREMEMBE;VILA MEDEIROS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA MEDEIROS;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
308908;CR.P.CONV;MUNDO IDEAL;PIRITUBA;JARAGUA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARAGUA;02;PIRITUBA-JARAGUA;Ensino Fundamental|PIRITUBA-JARAGUA
308909;CR.P.CONV;CARINHO;PIRITUBA;SAO DOMINGOS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO DOMINGOS;02;PIRITUBA-JARAGUA;Ensino Fundamental|PIRITUBA-JARAGUA
308910;CR.P.CONV;SEMENTINHA DA ESPERANCA;JACANA/TREMEMBE;VILA MEDEIROS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA MEDEIROS;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
308911;CR.P.CONV;ANDRE LUIZ I G REGINALDO;ITAQUERA;ITAQUERA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ITAQUERA;27;ITAQUERA;Ensino Fundamental|ITAQUERA
308912;CR.P.CONV;NOVA ALIANCA;ITAQUERA;PARQUE DO CARMO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;PARQUE DO CARMO;27;ITAQUERA;Ensino Fundamental|ITAQUERA
308914;CR.P.CONV;PEQUENOS SONHADORES;FREGUESIA/BRASILANDIA;LIMAO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;LIMAO;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
308915;CR.P.CONV;APRENDER E CRESCER;FREGUESIA/BRASILANDIA;CASA VERDE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CASA VERDE;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
308916;CR.P.CONV;VEM SER FELIZ;FREGUESIA/BRASILANDIA;BRASILANDIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
308917;CR.P.CONV;SANTA CRUZ;FREGUESIA/BRASILANDIA;CACHOEIRINHA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
308918;CR.P.CONV;CANTINHO DOS ANJOS;FREGUESIA/BRASILANDIA;FREGUESIA DO O;ENSINO FUNDAMENTAL;0;Ensino Fundamental;FREGUESIA DO O;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
308920;CR.P.CONV;ELOHIM ADONAI II;FREGUESIA/BRASILANDIA;CACHOEIRINHA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
308921;CR.P.CONV;CAROLINA MARIA DE JESUS;JACANA/TREMEMBE;VILA MARIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA MARIA;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
308922;CR.P.CONV;DOCE INFANCIA;FREGUESIA/BRASILANDIA;CACHOEIRINHA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
308923;CR.P.CONV;CLARICE LISPECTOR;FREGUESIA/BRASILANDIA;CACHOEIRINHA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
308924;CR.P.CONV;LYGIA FAGUNDES TELLES;FREGUESIA/BRASILANDIA;LIMAO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;LIMAO;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
308925;CR.P.CONV;NOVA BRASILIA;SAO MATEUS;SAPOPEMBA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAPOPEMBA;32;SAPOPEMBA;Ensino Fundamental|SAPOPEMBA
308926;CR.P.CONV;ALEGRIA DO SABER;PIRITUBA;JARAGUA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARAGUA;02;PIRITUBA-JARAGUA;Ensino Fundamental|PIRITUBA-JARAGUA
308929;CR.P.CONV;CANTINHO PINHEIRINHO D AGUA;PIRITUBA;JARAGUA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARAGUA;02;PIRITUBA-JARAGUA;Ensino Fundamental|PIRITUBA-JARAGUA
308930;CR.P.CONV;GENTE INOCENTE;PIRITUBA;PIRITUBA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;PIRITUBA;02;PIRITUBA-JARAGUA;Ensino Fundamental|PIRITUBA-JARAGUA
308931;CR.P.CONV;LUZIA MATOS DA SILVA;PENHA;VILA MATILDE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA MATILDE;21;PENHA;Ensino Fundamental|PENHA
308932;CR.P.CONV;FREDERICO, FREI;PENHA;ERMELINO MATARAZZO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Ensino Fundamental|ERMELINO MATARAZZO
308933;CR.P.CONV;AMOR DIVINO;PENHA;CANGAIBA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CANGAIBA;21;PENHA;Ensino Fundamental|PENHA
308934;CR.P.CONV;MARIA AUXILIADORA;PENHA;ARTUR ALVIM;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ARTUR ALVIM;21;PENHA;Ensino Fundamental|PENHA
308935;CR.P.CONV;DOCE ENCANTO;PENHA;CANGAIBA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CANGAIBA;21;PENHA;Ensino Fundamental|PENHA
308936;CR.P.CONV;SEMEANDO O FUTURO;IPIRANGA;SAUDE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAUDE;12;VILA MARIANA;Ensino Fundamental|VILA MARIANA
308939;CR.P.CONV;ANA NERY;FREGUESIA/BRASILANDIA;BRASILANDIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
308940;CR.P.CONV;CRISTOVAO;FREGUESIA/BRASILANDIA;CACHOEIRINHA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
308941;CR.P.CONV;CLUBE DOS LEOEZINHOS;FREGUESIA/BRASILANDIA;BRASILANDIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
308942;CR.P.CONV;VOVO JOSE;BUTANTA;RIO PEQUENO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;RIO PEQUENO;10;BUTANTA;Ensino Fundamental|BUTANTA
308943;CR.P.CONV;CORUJINHA I;BUTANTA;BUTANTA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BUTANTA;10;BUTANTA;Ensino Fundamental|BUTANTA
308944;CR.P.CONV;PEQUENOS DO BUTANTA IV;BUTANTA;BUTANTA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BUTANTA;10;BUTANTA;Ensino Fundamental|BUTANTA
308947;CR.P.CONV;CONSTRUINDO SONHOS;IPIRANGA;SACOMA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SACOMA;13;IPIRANGA;Ensino Fundamental|IPIRANGA
308949;CR.P.CONV;JARDIM MAGICO;SAO MATEUS;SAO MATEUS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO MATEUS;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
308950;CR.P.CONV;PINGUINHO;SAO MATEUS;SAO MATEUS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO MATEUS;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
308951;CR.P.CONV;MUNDO COLORIDO;SAO MATEUS;SAO MATEUS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO MATEUS;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
308952;CR.P.CONV;VIVER E APRENDER I;CAMPO LIMPO;CAMPO LIMPO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAMPO LIMPO;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
308953;CR.P.CONV;ELODI MARIA DAMACENA;CAMPO LIMPO;CAMPO LIMPO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAMPO LIMPO;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
308954;CR.P.CONV;CORA CORALINA;JACANA/TREMEMBE;TREMEMBE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
308955;CR.P.CONV;SAO FRANCISCO DE ASSIS - VALO VELHO;CAMPO LIMPO;CAPAO REDONDO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAPAO REDONDO;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
308956;CR.P.CONV;CONSTRUINDO HORIZONTES;CAMPO LIMPO;CAPAO REDONDO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAPAO REDONDO;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
308957;CR.P.CONV;NAKINE;FREGUESIA/BRASILANDIA;BRASILANDIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
308958;CR.P.CONV;CASTELO BRANCO;FREGUESIA/BRASILANDIA;BRASILANDIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
308959;CR.P.CONV;PEDRO E MARIA III;CAMPO LIMPO;CAPAO REDONDO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAPAO REDONDO;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
308960;CR.P.CONV;MARGARIDA BRITO FARIAS SILVA;CAMPO LIMPO;CAPAO REDONDO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CAPAO REDONDO;17;CAMPO LIMPO;Ensino Fundamental|CAMPO LIMPO
308961;CR.P.CONV;PITAGORAS;ITAQUERA;ITAQUERA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ITAQUERA;27;ITAQUERA;Ensino Fundamental|ITAQUERA
308963;CR.P.CONV;MARIA NELE;CAMPO LIMPO;JARDIM ANGELA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JARDIM ANGELA;18;M BOI MIRIM;Ensino Fundamental|M BOI MIRIM
308965;CR.P.CONV;CRESCENDO PARA BRILHAR;SAO MATEUS;SAO MATEUS;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO MATEUS;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
308967;CR.P.CONV;GOTA DE ESPERANCA III;SAO MATEUS;IGUATEMI;ENSINO FUNDAMENTAL;0;Ensino Fundamental;IGUATEMI;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
308968;CR.P.CONV;REGGIO EMILIA;FREGUESIA/BRASILANDIA;BRASILANDIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
308972;CR.P.CONV;PIMPOLHINHO;JACANA/TREMEMBE;TREMEMBE;ENSINO FUNDAMENTAL;0;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
308973;CR.P.CONV;PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA;FREGUESIA/BRASILANDIA;CACHOEIRINHA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Ensino Fundamental|CASA VERDE-CACHOEIRINHA
308974;CR.P.CONV;CAMINHO DO FUTURO;JACANA/TREMEMBE;JACANA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;JACANA;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
308976;CR.P.CONV;PINGO DE ROSA;FREGUESIA/BRASILANDIA;BRASILANDIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Ensino Fundamental|FREGUESIA-BRASILANDIA
308977;CR.P.CONV;REI DAVI;ITAQUERA;ITAQUERA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ITAQUERA;27;ITAQUERA;Ensino Fundamental|ITAQUERA
308978;CR.P.CONV;CORUJINHA DO SABER;BUTANTA;RIO PEQUENO;ENSINO FUNDAMENTAL;0;Ensino Fundamental;RIO PEQUENO;10;BUTANTA;Ensino Fundamental|BUTANTA
308979;CR.P.CONV;ESTRELINHAS DO JARDIM JAQUELINE;BUTANTA;VILA SONIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA SONIA;10;BUTANTA;Ensino Fundamental|BUTANTA
308980;CR.P.CONV;REFERENCIA;BUTANTA;RAPOSO TAVARES;ENSINO FUNDAMENTAL;0;Ensino Fundamental;RAPOSO TAVARES;10;BUTANTA;Ensino Fundamental|BUTANTA
308981;CR.P.CONV;GOTA DE ESPERANCA V;SAO MATEUS;SAO RAFAEL;ENSINO FUNDAMENTAL;0;Ensino Fundamental;SAO RAFAEL;30;SAO MATEUS;Ensino Fundamental|SAO MATEUS
308982;CR.P.CONV;FUTURO BRILHANTE II;JACANA/TREMEMBE;VILA MARIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA MARIA;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
308983;CR.P.CONV;FUTURO BRILHANTE III;JACANA/TREMEMBE;VILA MARIA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;VILA MARIA;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
308985;CR.P.CONV;INGRID VITORIA;ITAQUERA;ARICANDUVA;ENSINO FUNDAMENTAL;0;Ensino Fundamental;ARICANDUVA;26;ARICANDUVA-FORMOSA-CARRAO;Ensino Fundamental|ARICANDUVA-FORMOSA-CARRAO
308986;CR.P.CONV;TIA LILA;SANTO AMARO;CIDADE ADEMAR;ENSINO FUNDAMENTAL;0;Ensino Fundamental;CIDADE ADEMAR;16;CIDADE ADEMAR;Ensino Fundamental|CIDADE ADEMAR
