CODEOL;TIPO;UNIDADE;DIRETORIA;DISTRITO;NIVEL;QTDE;Nível padronizado;nm_distrito_municipal;cd_subprefeitura;nm_subprefeitura;nivel_subprefeitura
19415;EMEF;ALICE MEIRELLES REIS, PROFA;PIRITUBA;JARAGUA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARAGUA;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
19416;EMEF;VILA MUNCK;BUTANTA;RAPOSO TAVARES;EDUCAÇÃO ESPECIAL;0;Educação Especial;RAPOSO TAVARES;10;BUTANTA;Educação Especial|BUTANTA
19417;EMEF;JARDIM PAULO VI;BUTANTA;RAPOSO TAVARES;EDUCAÇÃO ESPECIAL;0;Educação Especial;RAPOSO TAVARES;10;BUTANTA;Educação Especial|BUTANTA
19418;EMEF;ALEX MARTINS COSTA, PROF, MAESTRO;PENHA;PONTE RASA;EDUCAÇÃO ESPECIAL;0;Educação Especial;PONTE RASA;22;ERMELINO MATARAZZO;Educação Especial|ERMELINO MATARAZZO
19419;EMEF;ANA MARIA ALVES BENETTI, PROFA;SANTO AMARO;JABAQUARA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JABAQUARA;15;JABAQUARA;Educação Especial|JABAQUARA
19420;EMEF;MARIA LUCIA DOS SANTOS, PROFA.;SANTO AMARO;CIDADE ADEMAR;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE ADEMAR;16;CIDADE ADEMAR;Educação Especial|CIDADE ADEMAR
19421;EMEF;JOSE FRANCISCO CAVALCANTE, PROF;CAMPO LIMPO;CAPAO REDONDO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAPAO REDONDO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19422;EMEF;M BOI MIRIM I;CAMPO LIMPO;JARDIM SAO LUIS;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM SAO LUIS;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19423;EMEF;M BOI MIRIM II;CAMPO LIMPO;JARDIM SAO LUIS;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM SAO LUIS;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19424;EMEF;MARLI FERRAZ TORRES BONFIM;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19425;EMEF;MARTIN LUTHER KING JR;SAO MATEUS;IGUATEMI;EDUCAÇÃO ESPECIAL;0;Educação Especial;IGUATEMI;30;SAO MATEUS;Educação Especial|SAO MATEUS
19426;EMEF;MARISA MORETTI CAMARA, PROFA.;SAO MIGUEL;VILA CURUCA;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA CURUCA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19427;EMEF;HERCILIA DE CAMPOS COSTA;IPIRANGA;SACOMA;EDUCAÇÃO ESPECIAL;0;Educação Especial;SACOMA;13;IPIRANGA;Educação Especial|IPIRANGA
19428;EMEF;SOCRATES BRASILEIRO SAMPAIO DE SOUSA VIEIRA DE OLIVEIRA;CAMPO LIMPO;CAMPO LIMPO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAMPO LIMPO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19429;EMEI;ALDO GIANNINI, ENG.;SAO MIGUEL;VILA JACUI;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA JACUI;23;SAO MIGUEL;Educação Especial|SAO MIGUEL
19430;EMEF;CAMPO LIMPO III -LUISA ROSARIA DE OLIVEIRA DIAS;CAMPO LIMPO;CAPAO REDONDO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAPAO REDONDO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19431;EMEF;MILLOR FERNANDES, JORNALISTA;CAMPO LIMPO;CAMPO LIMPO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAMPO LIMPO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19432;CEMEI;PARQUE DO LAGO;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19433;EMEF;JOSEFA NICACIO ARAUJO, PROFA.;SAO MIGUEL;ITAIM PAULISTA;EDUCAÇÃO ESPECIAL;0;Educação Especial;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19434;EMEF;CAMPO LIMPO II;CAMPO LIMPO;CAPAO REDONDO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAPAO REDONDO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19436;EMEF;CARLOS FRANCISCO GASPAR;CAPELA DO SOCORRO;CIDADE DUTRA;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE DUTRA;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19437;EMEF;DIAS GOMES;GUAIANASES;LAJEADO;EDUCAÇÃO ESPECIAL;0;Educação Especial;LAJEADO;28;GUAIANASES;Educação Especial|GUAIANASES
19439;EMEF;ALDINA ANALIA AGOSTINHA TADDEO CONDE, PROFA;CAPELA DO SOCORRO;CIDADE DUTRA;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE DUTRA;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19440;EMEF;GENY MARIA MUNIZ ALMEIDA KLEIN PUSSINELLI, PROFA.;CAPELA DO SOCORRO;CIDADE DUTRA;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE DUTRA;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19441;CEU EMEI;MAGDA FERREIRA DA SILVA CARVALHO, PROFA.;CAPELA DO SOCORRO;PARELHEIROS;EDUCAÇÃO ESPECIAL;0;Educação Especial;PARELHEIROS;20;PARELHEIROS;Educação Especial|PARELHEIROS
19443;EMEF;MEIRE DE JESUS RIBEIRO,PROF.;GUAIANASES;CIDADE TIRADENTES;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Especial|CIDADE TIRADENTES
19444;EMEI;VILA EMA;IPIRANGA;SAO LUCAS;EDUCAÇÃO ESPECIAL;0;Educação Especial;SAO LUCAS;29;VILA PRUDENTE;Educação Especial|VILA PRUDENTE
19445;EMEF;ROGE FERREIRA, DEP.;PIRITUBA;JARAGUA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARAGUA;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
19446;EMEI;RECANTO DOS HUMILDES I;PIRITUBA;PERUS;EDUCAÇÃO ESPECIAL;0;Educação Especial;PERUS;01;PERUS;Educação Especial|PERUS
19447;EMEF;JOEL FERNANDES DE SOUZA;GUAIANASES;CIDADE TIRADENTES;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Especial|CIDADE TIRADENTES
19448;EMEI;JARDIM NOVO PARELHEIROS I;CAPELA DO SOCORRO;PARELHEIROS;EDUCAÇÃO ESPECIAL;0;Educação Especial;PARELHEIROS;20;PARELHEIROS;Educação Especial|PARELHEIROS
19449;EMEF;JURANDI GOMES DE ARAUJO, PROF.;SAO MIGUEL;ITAIM PAULISTA;EDUCAÇÃO ESPECIAL;0;Educação Especial;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19450;EMEI;JARDIM PREMIANO;SAO MATEUS;IGUATEMI;EDUCAÇÃO ESPECIAL;0;Educação Especial;IGUATEMI;30;SAO MATEUS;Educação Especial|SAO MATEUS
19451;EMEI;PARQUE COCAIA II;CAPELA DO SOCORRO;GRAJAU;EDUCAÇÃO ESPECIAL;0;Educação Especial;GRAJAU;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19452;EMEI;MARIA THEREZA FUMAGALLI, PROFA;PIRITUBA;JARAGUA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARAGUA;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
19453;EMEBS;MARIO PEREIRA BICUDO, PROF.;FREGUESIA/BRASILANDIA;CACHOEIRINHA;EDUCAÇÃO ESPECIAL;13;Educação Especial;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Educação Especial|CASA VERDE-CACHOEIRINHA
19454;EMEF;BARTOLOMEU CAMPOS DE QUEIROS;SAO MATEUS;SAPOPEMBA;EDUCAÇÃO ESPECIAL;0;Educação Especial;SAPOPEMBA;32;SAPOPEMBA;Educação Especial|SAPOPEMBA
19455;EMEF;CELIA REGINA ANDERY BRAGA, PROF;GUAIANASES;CIDADE TIRADENTES;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Especial|CIDADE TIRADENTES
19456;EMEF;HELINA COUTINHO LOURENCO ALVES, PROFESSORA;GUAIANASES;CIDADE TIRADENTES;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Especial|CIDADE TIRADENTES
19457;EMEF;MARIA APARECIDA MAGNANELLI FERNANDES, PROFA;GUAIANASES;CIDADE TIRADENTES;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Especial|CIDADE TIRADENTES
19458;EMEF;MARIA APARECIDA RODRIGUES CINTRA, PROFA.;FREGUESIA/BRASILANDIA;FREGUESIA DO O;EDUCAÇÃO ESPECIAL;0;Educação Especial;FREGUESIA DO O;03;FREGUESIA-BRASILANDIA;Educação Especial|FREGUESIA-BRASILANDIA
19459;EMEI;UNIAO DE VILA NOVA I;SAO MIGUEL;VILA JACUI;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA JACUI;23;SAO MIGUEL;Educação Especial|SAO MIGUEL
19460;EMEF;JOSE CARLOS NICOLETO - ZITO, PROFESSOR;SAO MATEUS;SAO RAFAEL;EDUCAÇÃO ESPECIAL;0;Educação Especial;SAO RAFAEL;30;SAO MATEUS;Educação Especial|SAO MATEUS
19461;EMEI;MORRO DOCE;PIRITUBA;ANHANGUERA;EDUCAÇÃO ESPECIAL;0;Educação Especial;ANHANGUERA;01;PERUS;Educação Especial|PERUS
19462;EMEF;LILIAN MASO, PROFA;FREGUESIA/BRASILANDIA;BRASILANDIA;EDUCAÇÃO ESPECIAL;0;Educação Especial;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Especial|FREGUESIA-BRASILANDIA
19463;EMEF;ESTACAO JARAGUA;PIRITUBA;JARAGUA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARAGUA;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
19465;EMEF;AMELIA RODRIGUES DE OLIVEIRA, PROFA;SANTO AMARO;PEDREIRA;EDUCAÇÃO ESPECIAL;0;Educação Especial;PEDREIRA;16;CIDADE ADEMAR;Educação Especial|CIDADE ADEMAR
19466;EMEF;PERIMETRAL;BUTANTA;VILA ANDRADE;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA ANDRADE;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19467;EMEI;THAIS MOTTA DE OLIVEIRA E SILVA RODRIGUES, PROFA.;PIRITUBA;JARAGUA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARAGUA;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
19468;EMEI;LOURO ROSA;SAO MIGUEL;ITAIM PAULISTA;EDUCAÇÃO ESPECIAL;0;Educação Especial;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19469;EMEI;JARDIM MONJOLO I;FREGUESIA/BRASILANDIA;FREGUESIA DO O;EDUCAÇÃO ESPECIAL;0;Educação Especial;FREGUESIA DO O;03;FREGUESIA-BRASILANDIA;Educação Especial|FREGUESIA-BRASILANDIA
19470;EMEI;PEDRO ALVARES CABRAL MORAES, PROF.;JACANA/TREMEMBE;VILA GUILHERME;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Especial|VILA MARIA-VILA GUILHERME
19471;EMEI;DORINA NOWILL, PROFESSORA;SANTO AMARO;CIDADE ADEMAR;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE ADEMAR;16;CIDADE ADEMAR;Educação Especial|CIDADE ADEMAR
19472;EMEI;SERGIO DUARTE MAMBERTI;SANTO AMARO;CIDADE ADEMAR;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE ADEMAR;16;CIDADE ADEMAR;Educação Especial|CIDADE ADEMAR
19473;EMEI;VARGEM GRANDE I;CAPELA DO SOCORRO;PARELHEIROS;EDUCAÇÃO ESPECIAL;0;Educação Especial;PARELHEIROS;20;PARELHEIROS;Educação Especial|PARELHEIROS
19474;EMEF;VARGEM GRANDE II;CAPELA DO SOCORRO;PARELHEIROS;EDUCAÇÃO ESPECIAL;0;Educação Especial;PARELHEIROS;20;PARELHEIROS;Educação Especial|PARELHEIROS
19475;EMEI;CIDADE ADEMAR III;SANTO AMARO;CIDADE ADEMAR;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE ADEMAR;16;CIDADE ADEMAR;Educação Especial|CIDADE ADEMAR
19476;EMEF;MARIA APARECIDA DO NASCIMENTO, PROFA.;GUAIANASES;CIDADE TIRADENTES;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Especial|CIDADE TIRADENTES
19477;EMEI;ISOLINA LEONEL FERREIRA, PROFA.;IPIRANGA;SACOMA;EDUCAÇÃO ESPECIAL;0;Educação Especial;SACOMA;13;IPIRANGA;Educação Especial|IPIRANGA
19478;EMEI;MARISA RICCA XIMENES, PROFA.;IPIRANGA;SAO LUCAS;EDUCAÇÃO ESPECIAL;0;Educação Especial;SAO LUCAS;29;VILA PRUDENTE;Educação Especial|VILA PRUDENTE
19479;EMEI;VILA NATAL;CAPELA DO SOCORRO;GRAJAU;EDUCAÇÃO ESPECIAL;0;Educação Especial;GRAJAU;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19480;EMEF;ABRAO HUCK, DR.;IPIRANGA;SACOMA;EDUCAÇÃO ESPECIAL;0;Educação Especial;SACOMA;13;IPIRANGA;Educação Especial|IPIRANGA
19481;EMEI;MARCIANO VASQUES PEREIRA, PROF;PENHA;PONTE RASA;EDUCAÇÃO ESPECIAL;0;Educação Especial;PONTE RASA;22;ERMELINO MATARAZZO;Educação Especial|ERMELINO MATARAZZO
19482;EMEI;PORTO NACIONAL;FREGUESIA/BRASILANDIA;BRASILANDIA;EDUCAÇÃO ESPECIAL;0;Educação Especial;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Especial|FREGUESIA-BRASILANDIA
19483;CEI DIRET;JARDIM SANTA TEREZA;FREGUESIA/BRASILANDIA;BRASILANDIA;EDUCAÇÃO ESPECIAL;0;Educação Especial;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Especial|FREGUESIA-BRASILANDIA
19484;EMEI;CARMEM VANESKA PLIOPAS MENCARELLI, PROFA;PIRITUBA;JARAGUA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARAGUA;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
19485;EMEI;FULVIA ROSEMBERG, PROFA;GUAIANASES;CIDADE TIRADENTES;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Especial|CIDADE TIRADENTES
19486;EMEI;JANE VERZINHASSE PERES ZANFRA, PROFA.;PIRITUBA;JARAGUA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARAGUA;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
19487;EMEF;CHACARA TURISTICA;PIRITUBA;JARAGUA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARAGUA;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
19488;EMEF;PAULO CARNEIRO THOMAZ ALVES, GEN.;JACANA/TREMEMBE;VILA MARIA;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA MARIA;07;VILA MARIA-VILA GUILHERME;Educação Especial|VILA MARIA-VILA GUILHERME
19489;EMEI;PARQUE SANTA RITA I;SAO MIGUEL;VILA CURUCA;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA CURUCA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19490;EMEI;CAMPO LIMPO VI;CAMPO LIMPO;CAMPO LIMPO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAMPO LIMPO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19492;EMEF;EDIVALDO DOS SANTOS DANTAS, PROF.;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19493;CEMEI;CAPAO REDONDO ;CAMPO LIMPO;CAPAO REDONDO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAPAO REDONDO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19494;EMEI;VILA CALU I;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19495;EMEI;PARQUE SANTO ANTONIO I;CAMPO LIMPO;JARDIM SAO LUIS;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM SAO LUIS;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19496;EMEF;PLINIO MARCOS;CAPELA DO SOCORRO;PARELHEIROS;EDUCAÇÃO ESPECIAL;0;Educação Especial;PARELHEIROS;20;PARELHEIROS;Educação Especial|PARELHEIROS
19497;CEMEI;LAZARA VEIGA CATELLANI;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19498;EMEI;JARDIM KAGOHARA I;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19499;EMEI;ROSILDA SILVIO SOUZA, PROFA;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19500;EMEF;HERBERT DE SOUZA - BETINHO;CAMPO LIMPO;CAPAO REDONDO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAPAO REDONDO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19501;EMEI;PARQUE FIGUEIRA GRANDE I - ANDRE LUIZ JANUARIO;CAMPO LIMPO;JARDIM SAO LUIS;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM SAO LUIS;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19502;EMEI;MARISA LOPES PINHEIRO, PROFA;SAO MIGUEL;ITAIM PAULISTA;EDUCAÇÃO ESPECIAL;0;Educação Especial;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19503;EMEF;TEREZA SETUKO KOSHIMAE HATORI, PROFA.;SAO MIGUEL;VILA CURUCA;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA CURUCA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19504;EMEI;BEGONIA REAL;ITAQUERA;JOSE BONIFACIO;EDUCAÇÃO ESPECIAL;0;Educação Especial;JOSE BONIFACIO;27;ITAQUERA;Educação Especial|ITAQUERA
19505;EMEF;JOSE MARIO PIRES AZANHA, PROF.;SAO MIGUEL;SAO MIGUEL;EDUCAÇÃO ESPECIAL;0;Educação Especial;SAO MIGUEL;23;SAO MIGUEL;Educação Especial|SAO MIGUEL
19506;EMEF;MILTON PEREIRA COSTA;SAO MIGUEL;VILA JACUI;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA JACUI;23;SAO MIGUEL;Educação Especial|SAO MIGUEL
19507;EMEF;PEDRO FUKUYEI YAMAGUCHI FERREIRA;SAO MIGUEL;VILA JACUI;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA JACUI;23;SAO MIGUEL;Educação Especial|SAO MIGUEL
19508;EMEI;PAULA CRISTINA RODRIGUES, PROFA;SAO MATEUS;SAO RAFAEL;EDUCAÇÃO ESPECIAL;0;Educação Especial;SAO RAFAEL;30;SAO MATEUS;Educação Especial|SAO MATEUS
19509;EMEF;ACLAMADO;SAO MATEUS;IGUATEMI;EDUCAÇÃO ESPECIAL;0;Educação Especial;IGUATEMI;30;SAO MATEUS;Educação Especial|SAO MATEUS
19510;EMEI;ROSA MARIA DOGO DE RESENDE, PROFA;SANTO AMARO;CAMPO GRANDE;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAMPO GRANDE;14;SANTO AMARO;Educação Especial|SANTO AMARO
19511;EMEI;DORACI DOS SANTOS RAMOS, PROFA;GUAIANASES;CIDADE TIRADENTES;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Especial|CIDADE TIRADENTES
19512;CEMEI;JARDIM ANGELA - TULA PILAR FERREIRA;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19513;EMEI;PARQUE BOLOGNE;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19514;EMEI;PIRAJUSSARA;CAMPO LIMPO;CAMPO LIMPO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAMPO LIMPO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19515;EMEI;PERIMETRAL I;BUTANTA;VILA ANDRADE;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA ANDRADE;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19516;EMEI;ANDORINHA DOS BEIRAIS;CAMPO LIMPO;CAPAO REDONDO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAPAO REDONDO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19517;EMEI;CHACARA SANTA MARIA;CAMPO LIMPO;CAPAO REDONDO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAPAO REDONDO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19518;EMEI;CECILIA SANT ANNA DE SOUZA, PROFA.;ITAQUERA;ITAQUERA;EDUCAÇÃO ESPECIAL;0;Educação Especial;ITAQUERA;27;ITAQUERA;Educação Especial|ITAQUERA
19519;EMEI;JORGE ADILSON CANDIDO, PROF.;BUTANTA;VILA SONIA;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA SONIA;10;BUTANTA;Educação Especial|BUTANTA
19520;CEMEI;LEILA GALLACCI METZKER, PROFA;BUTANTA;VILA SONIA;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA SONIA;10;BUTANTA;Educação Especial|BUTANTA
19521;EMEI;JARDIM GAIVOTAS;CAPELA DO SOCORRO;GRAJAU;EDUCAÇÃO ESPECIAL;0;Educação Especial;GRAJAU;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19522;EMEI;JARDIM MYRNA;CAPELA DO SOCORRO;GRAJAU;EDUCAÇÃO ESPECIAL;0;Educação Especial;GRAJAU;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19523;EMEI;PEDREIRA I;SANTO AMARO;PEDREIRA;EDUCAÇÃO ESPECIAL;0;Educação Especial;PEDREIRA;16;CIDADE ADEMAR;Educação Especial|CIDADE ADEMAR
19524;EMEI;ANA PAULA APARECIDA DINIZ PRIMO, PROFA;GUAIANASES;LAJEADO;EDUCAÇÃO ESPECIAL;0;Educação Especial;LAJEADO;28;GUAIANASES;Educação Especial|GUAIANASES
19525;EMEI;JARDIM MARIA LUIZA;SANTO AMARO;CIDADE ADEMAR;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE ADEMAR;16;CIDADE ADEMAR;Educação Especial|CIDADE ADEMAR
19527;EMEI;JARDIM AMERICANOPOLIS;SANTO AMARO;CIDADE ADEMAR;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE ADEMAR;16;CIDADE ADEMAR;Educação Especial|CIDADE ADEMAR
19528;CEMEI;VILA DO SOL I;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19529;EMEF;JARDIM SILVA TELES;SAO MIGUEL;VILA CURUCA;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA CURUCA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19530;EMEI;VILA SANTA CATARINA;SANTO AMARO;JABAQUARA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JABAQUARA;15;JABAQUARA;Educação Especial|JABAQUARA
19531;CEMEI;CASA BLANCA I;CAMPO LIMPO;JARDIM SAO LUIS;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM SAO LUIS;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19532;CEMEI;IRAPARA;BUTANTA;VILA ANDRADE;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA ANDRADE;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19533;EMEI;CAMINHO DOS MARTINS;CAPELA DO SOCORRO;GRAJAU;EDUCAÇÃO ESPECIAL;0;Educação Especial;GRAJAU;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19534;EMEI;JOAQUIM ANTONIO DA ROCHA;IPIRANGA;IPIRANGA;EDUCAÇÃO ESPECIAL;0;Educação Especial;IPIRANGA;13;IPIRANGA;Educação Especial|IPIRANGA
19535;EMEI;JARDIM SAO BERNARDO;CAPELA DO SOCORRO;GRAJAU;EDUCAÇÃO ESPECIAL;0;Educação Especial;GRAJAU;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19536;EMEI;CANAL DO COCAIA;CAPELA DO SOCORRO;GRAJAU;EDUCAÇÃO ESPECIAL;0;Educação Especial;GRAJAU;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19537;EMEI;DONATO SUSUMU KIMURA;CAMPO LIMPO;CAPAO REDONDO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAPAO REDONDO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19542;EMEI;ANA MARCHIONE SALLES, PROFA.;PENHA;PONTE RASA;EDUCAÇÃO ESPECIAL;0;Educação Especial;PONTE RASA;22;ERMELINO MATARAZZO;Educação Especial|ERMELINO MATARAZZO
19551;CEU EMEF;CESAR ARRUDA CASTANHO, DEP.;BUTANTA;RAPOSO TAVARES;EDUCAÇÃO ESPECIAL;0;Educação Especial;RAPOSO TAVARES;10;BUTANTA;Educação Especial|BUTANTA
19569;EMEF;ROBERTO PLINIO COLACIOPPO, PROF.;IPIRANGA;SACOMA;EDUCAÇÃO ESPECIAL;0;Educação Especial;SACOMA;13;IPIRANGA;Educação Especial|IPIRANGA
